event_key,source,source_tier,eligible_for_model,title,parsed_title,published_at,parsed_publish_date,resolved_url,body_char_count,full_text_path,full_text_sha256,duplicate_body
beirut_port_explosion_2020,UN News,other,False,Lebanon: UN actively assisting in response to huge explosions at Beirut port,Lebanon: UN ‘actively assisting’ in response to huge explosions at Beirut port,2020-08-04,2020-08-04T19:51:18-04:00,https://news.un.org/en/story/2020/08/1069542,1816,data/raw/disruption_news/beirut_port_explosion_2020/lebanon-un-actively-assisting-in-response-to-huge-explosions-at-beirut-port-b95e852689.txt,cf4359662319992b402181c08e76afdd69efefda08a924ecf5ddeda52ee7b796,False
