event_key,discovery_provider,discovery_query,title,source,published_at,url
beirut_port_explosion_2020,google_news_rss,Beirut port explosion supply chain disruption after:2020-08-01 before:2020-09-01,Port of Beirut explosion leaves supply chain in tatters,porttechnology.org,2020-08-06T07:00:00+00:00,https://news.google.com/rss/articles/CBMikAFBVV95cUxNb05OTFotSkQtMEhwclBDSldScDJxZk5HaFdJdU9NbTc4czQ4dnVKZGNrVGV0LThfTjNvRk5aMUpfY0tDUkpHc09iN0N2Y19KcEljT2hDeUpoY0R6YmVOQzMtRGxOWTd3NUtrU2M2OUlBMGIzWU5lU1dlMFFxQjNDa3BNUUQyTWlaWlVGLTBfczU?oc=5
beirut_port_explosion_2020,google_news_rss,Beirut port explosion supply chain disruption after:2020-08-01 before:2020-09-01,Beirut Explosion: Risk of Dire Food Shortage After Blast Wrecked Port,Business Insider,2020-08-13T07:00:00+00:00,https://news.google.com/rss/articles/CBMipwFBVV95cUxOR05UM1hOY0FiXzRLZHBJcDdyT05OLXFzRWFCUEkyMXlOMVpzdGZMb2ZMNHQ5X2o0NGxOeGpzNjhHTUFDWE1FMVNuQkZudW9idVZOZ1ZwM1k3UHRCbjBMcEpwMkVib0Z3RXh3Y2dkbkVRTjQ2LTNrNXVtMDNVY1E4LVFiN1ptYy1mS1ZiSVQySlRJbzlNMFl2aHFodjVoUWdzZVF2WDM1aw?oc=5
beirut_port_explosion_2020,verified_seed,existing_replay_evidence,Lebanon: UN actively assisting in response to huge explosions at Beirut port,UN News,2020-08-04,https://news.un.org/en/story/2020/08/1069542
beirut_port_explosion_2020,google_news_rss,Beirut port explosion supply chain disruption after:2020-08-01 before:2020-09-01,Massive explosions devastate Beirut - 100 Killed in Lebanon,care.org,2020-08-06T07:00:00+00:00,https://news.google.com/rss/articles/CBMif0FVX3lxTFBlZlozZzE3ZjNTWGlHRGlRVjg4T2RFRTB0NDdEa2RrNjdQOTlGWGdIS1p5WjB5WlA4SkRtNXRlcHIzNFdQbFNseE5xdUp0RHpqc0paZkYzbWFKT1liV1VuV1N6VGVqX3o0dDJZaVFnckpwMHZnNVhESFRRcllRRVk?oc=5
beirut_port_explosion_2020,google_news_rss,Beirut port explosion supply chain disruption after:2020-08-01 before:2020-09-01,Trump walks back claim that Beirut blast was an attack,Anadolu Ajansı,2020-08-06T07:00:00+00:00,https://news.google.com/rss/articles/CBMirgFBVV95cUxOTmlJYkE2c3BtUTlXYkdHRl9LNzNUVFBvbHluWjJpRmZBOURsUGl0ZWg5RnU2WXgyaldyekJoR3FZM1BIWDFzVGtBcUc4T2hOUmZ0Nm5EM1AzRFQyMjl5cTJHY2hzWHU4Tk55eDRDcDJnamczWTh2aDNuV1g5LU1LUk41YW9FQjVReU5KT3JHd2dURWVzVnJGT09TUk9ld2R6RXR1QlBwcmJ3dXJqX1E?oc=5
beirut_port_explosion_2020,google_news_rss,Beirut port explosion supply chain disruption after:2020-08-01 before:2020-09-01,A shattered Beirut leaves Lebanese asking if they have a future,The Malaysian Reserve,2020-08-07T07:00:00+00:00,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPWXc1MVdQc1VUSnRlT0pmeDg4NXZWWDdzcDFFZE9GMjhIQ0xKZElHZHVuUVFlN0J3QWNsRHlielJsOU41OUhrdzc4dnM5TjRfLW1fb0lKUnJIZ2ktckFiVXVzaFZEUEtLdVJUbHFSZEt3QmJBMmRlbUlUWHlRTzVVUGpWVEVPYm1RYU9mNWNoeGJtV0JadW9Ba1YxY3d4U1Q1ZV8teEthU1pWN0U?oc=5
beirut_port_explosion_2020,google_news_rss,Beirut port explosion supply chain disruption after:2020-08-01 before:2020-09-01,Exclusive: Lebanon navigates food challenge with no grain silo and few stocks,Reuters,2020-08-07T07:00:00+00:00,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOWGMxSWZITkJzQWxPVXlaZFB1VXJ4YlFPTlVLb1lkQmFQZ2FRaDF4cHRNOVU3R2laV1NSVFZpV1RBc1BQY3dQcXhQb1NVbWozVGJjOHdIam12YUJUSUFVdkxyRVY5ZFZZWlZpYmVhR29qTlRpbWVyX2dOSHRlcjdHSldhWjhDMWVtLUExQklWdzg5dEFkbnhYZXFmSmcwTjNPZldsWUhHeE5ELUswVm5qb3B4THM0cWgybXdfVnRwQVlKM2FhQ21YNg?oc=5
beirut_port_explosion_2020,google_news_rss,Beirut port explosion supply chain disruption after:2020-08-01 before:2020-09-01,Next Lebanon Government to Face $30 Billion Reform Test,ASHARQ AL-AWSAT English,2020-08-11T07:00:00+00:00,https://news.google.com/rss/articles/CBMioAFBVV95cUxOUEszaW9zRDBmM1RTcWFYLWFiRHZsdEJYNGtYbkRfbjFiZVBoZzQwTk9GRHJOTGdjeTd6b2dGbTBTOURNdElZTFJ5Y0pUcW5hcHVBVkpSMkcyNkpYZXNVQW5xNjBNdkk5RTdnVEozMERRN3E4NGZlN0sxbGM2NncwWDZlMU5rNWtqeGktdlNJREZFYV85M2wtVmFyai1XSjdr?oc=5
