strategy,scenario,constraint,constraint_type,slack,shadow_price
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->AZ::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->NY::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->FL::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MN::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IL::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->CO::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->NJ::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->NC::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->MD::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->PA::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->WA::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->WI::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MI::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->OH::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->VA::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->NH::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IA::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->UT::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MO::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->GA::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IN::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->CT::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->ID::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->KS::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->NM::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->SC::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->AL::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->TN::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->OK::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->KY::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->DE::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->ME::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NE::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->NV::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->LA::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->RI::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->VT::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->AR::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->MT::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->SD::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->MS::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->ND::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->DC::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->HI::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->WV::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->WY::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_WEST->AK::rail,lane_capacity,0.0,0.004799999999999999
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->CA::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->OR::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->AZ::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->CO::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->WA::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->UT::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->ID::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->NM::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->NV::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->MT::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->HI::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->WY::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->AK::rail,lane_capacity,0.0,0.00460000000000001
Targeted Allocation,stress,lane_capacity::PORT_TO_DC::PORT_LA_LB->DC_WEST::truck,lane_capacity,0.0,0.004600000000000007
Targeted Allocation,stress,lane_capacity::PORT_TO_DC::PORT_HOU->DC_WEST::truck,lane_capacity,0.0,0.004600000000000007
Targeted Allocation,stress,lane_capacity::PORT_TO_DC::PORT_NY_NJ->DC_WEST::truck,lane_capacity,0.0,0.004600000000000007
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MA::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NY::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->FL::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NJ::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NC::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MD::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->PA::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->VA::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NH::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->GA::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->CT::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->SC::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->AL::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->TN::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->KY::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->DE::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->ME::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->LA::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->RI::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->VT::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->AR::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MS::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->DC::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->WV::rail,lane_capacity,0.0,0.00039999999999998717
Targeted Allocation,stress,lane_capacity::PORT_TO_DC::PORT_LA_LB->DC_EAST::truck,lane_capacity,0.0,0.00019999999999999185
Targeted Allocation,stress,lane_capacity::PORT_TO_DC::PORT_HOU->DC_EAST::truck,lane_capacity,0.0,0.00019999999999999185
Targeted Allocation,stress,lane_capacity::PORT_TO_DC::PORT_NY_NJ->DC_EAST::truck,lane_capacity,0.0,0.00019999999999999185
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MI::air,lane_capacity,0.0,1.3877787807814457e-17
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->MN::rail,lane_capacity,0.0,3.469446951953614e-18
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->MI::rail,lane_capacity,0.0,3.469446951953614e-18
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->OK::rail,lane_capacity,0.0,3.469446951953614e-18
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_EAST->ND::rail,lane_capacity,0.0,3.469446951953614e-18
Targeted Allocation,stress,origin_capacity::ORIGIN_AMERICAS,node_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::INTL_TO_PORT::ORIGIN_ASIA->PORT_LA_LB::ocean,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::INTL_TO_PORT::ORIGIN_ASIA->PORT_NY_NJ::ocean,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::INTL_TO_PORT::ORIGIN_EU->PORT_HOU::ocean,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::INTL_TO_PORT::ORIGIN_AMERICAS->PORT_HOU::ocean,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::INTL_TO_PORT::ORIGIN_AMERICAS->PORT_NY_NJ::ocean,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::PORT_TO_DC::PORT_NY_NJ->DC_CENTRAL::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->OR::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->AZ::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IL::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->CO::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->WA::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->WI::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->OH::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IA::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->UT::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MO::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IN::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->ID::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->KS::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NM::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NE::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NV::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MT::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->SD::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->HI::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->WY::truck,lane_capacity,0.0,0.0
Targeted Allocation,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->AK::truck,lane_capacity,0.0,0.0
