faf_state,faf_zone,border_state_1,border_state_2,faf_country,lane_count,capacity,unit_cost,transit_days,reliability,capacity_share,capacity_share_pct
ND,380,SD,ND,USA,60,273.0293768583,0.15358692032617352,1.0,0.19274343454153028,0.0006236882297840752,0.06236882297840752
IN,183,IN,OH,USA,28,272.21445079471,0.17224167646950148,1.0,0.3538105557584911,0.0006218266726144628,0.062182667261446285
KS,209,NE,KS,USA,73,269.1063189045,0.15660315902812377,1.0,0.5391271888834611,0.0006147266846979736,0.061472668469797355
NE,319,NE,KS,USA,73,269.1063189045,0.15660315902812377,1.0,0.5391271888834611,0.0006147266846979736,0.061472668469797355
VT,500,VT,NY,USA,60,251.03311936161998,0.2267471285223958,1.0,0.33944027690045225,0.0005734415967739614,0.05734415967739614
WY,560,WY,SD,USA,20,231.31940750599998,0.16355717121074756,1.0,0.3385137860424279,0.0005284090431667864,0.05284090431667864
TN,479,TN,NC,USA,33,211.00500671193,0.1722773259682375,1.0,0.24590604639829947,0.0004820043199235683,0.04820043199235683
PA,423,PA,NY,USA,5,201.49126329999999,0.18433308664073342,1.0,0.0308603344746702,0.0004602718241185984,0.04602718241185984
WI,559,WI,MI,USA,114,194.14593549615,0.1714332112164978,1.0,0.2970514776309463,0.00044349269746240513,0.04434926974624051
LA,229,LA,AR,USA,54,184.95019136692,0.15937702795991196,1.0,0.23126589823959842,0.00042248661583301573,0.042248661583301574
AR,50,LA,AR,USA,46,169.78754429691998,0.1592737386962977,1.0,0.20156644512570326,0.0003878501799346289,0.03878501799346289
SD,460,SD,ND,USA,56,168.4362468583,0.15366830694993952,1.0,0.20651082272306814,0.00038476337544090573,0.03847633754409057
NH,339,VT,NH,USA,99,168.33920488299,0.22621084780654876,1.0,0.23697989988782836,0.0003845416998890209,0.03845416998890209
IA,190,WI,IA,USA,51,159.584261396,0.17998357684987726,1.0,0.4015719374820643,0.00036454255083007435,0.03645425508300743
VA,513,DC,VA,USA,41,156.09944334802,0.24261831876647008,1.0,0.0,0.0003565820887564557,0.035658208875645574
DE,109,MD,DE,USA,24,152.766264129,0.2251879584650074,1.0,0.21910254725090583,0.0003489680192721212,0.03489680192721212
MT,300,MT,ND,USA,31,141.7122145758,0.15453889180536634,1.0,0.2858250403932617,0.0003237169613928849,0.03237169613928849
ND,380,MT,ND,USA,31,141.7122145758,0.15453889180536634,1.0,0.2858250403932617,0.0003237169613928849,0.03237169613928849
WI,559,WI,IA,USA,52,139.142597801,0.191455836101504,1.0,0.3114519889807846,0.000317847117803379,0.0317847117803379
AR,50,MS,AR,USA,12,131.2167718,0.1631622593446316,1.0,0.34362702418878466,0.0002997419437557314,0.02997419437557314
KS,209,OK,KS,USA,59,120.166658419,0.15867477602408664,1.0,0.30944502024199705,0.0002744998773788008,0.02744998773788008
NY,361,VT,NY,USA,34,117.78703105922,0.24197308678554547,1.0,0.30313949009479446,0.0002690640316370541,0.02690640316370541
MD,242,PA,MD,USA,10,112.45431136900001,0.2020770867231781,1.0,0.22504783417166047,0.0002568823589474734,0.025688235894747342
MS,280,MS,AR,USA,8,106.25585799999999,0.16490450574953705,1.0,0.35814478689554413,0.00024272306790855665,0.024272306790855666
ID,160,ID,WY,USA,28,93.983723618,0.1848339488946337,1.0,0.5760734719459164,0.00021468950662495084,0.021468950662495084
TN,479,TN,MS,USA,19,92.74873424709999,0.16354052543056796,1.0,0.23025749818310934,0.00021186838772777617,0.021186838772777616
CO,89,OK,CO,USA,4,92.337962,0.15849632627549326,1.0,0.3496256796252251,0.00021093004981488856,0.021093004981488854
OK,409,OK,CO,USA,4,92.337962,0.15849632627549326,1.0,0.3496256796252251,0.00021093004981488856,0.021093004981488854
KS,209,MO,KS,USA,22,89.63278044094,0.1657316951759171,1.0,0.3213698838612604,0.00020475053200171825,0.020475053200171824
VA,519,VA,MD,USA,4,87.542846,0.1851341383071114,1.0,0.3373012090854438,0.00019997643945961378,0.019997643945961378
VA,519,VA,KY,USA,16,79.47818853,0.17342908819728975,1.0,0.3434770903359175,0.00018155412901391525,0.018155412901391527
KY,219,VA,KY,USA,16,79.47818853,0.17342908819728975,1.0,0.3434770903359175,0.00018155412901391525,0.018155412901391527
GA,139,NC,GA,USA,20,74.2146202,0.17904794476822566,1.0,0.397594355764339,0.000169530420606197,0.016953042060619698
MA,259,MA,CT,USA,23,70.65447518,0.24466171368328968,1.0,0.22074089469998023,0.0001613978871372774,0.01613978871372774
MI,269,WI,MI,USA,72,67.07525128614999,0.16823106056728876,1.0,0.29757072522077077,0.00015322177129200432,0.015322177129200433
NC,379,NC,GA,USA,16,66.64145500000001,0.18034858863276995,1.0,0.39201434511227123,0.00015223083895750977,0.015223083895750977
WY,560,ID,WY,USA,20,65.215666818,0.19013417320691559,1.0,0.5363934631639282,0.00014897387328769414,0.014897387328769414
VA,512,VA,NC,USA,14,64.0895372086,0.1818407338746592,1.0,0.09270199786057194,0.00014640142562409114,0.014640142562409114
PA,421,PA,MD,USA,16,61.7200602,0.23330934741425496,1.0,0.2736559254907052,0.00014098876659811833,0.014098876659811833
OH,394,IN,OH,USA,4,56.6627957,0.16848731008962545,1.0,0.12019549164756345,0.0001294363234879697,0.01294363234879697
MS,280,ME,AL,USA,4,49.007466099999995,0.16650629290147967,1.0,0.1967768707665282,0.00011194905152633173,0.011194905152633173
NY,362,PA,NY,USA,10,48.0206985417,0.22651726774847653,1.0,0.20645451990508273,0.00010969495228350965,0.010969495228350966
OR,419,OR,NV,USA,16,44.460846672500004,0.16382141649412965,1.0,0.15979788360130992,0.00010156308846671912,0.01015630884667191
KY,219,OH,KY,USA,21,38.90818656,0.17672110091781257,1.0,0.369343930699064,8.887900005100586e-05,0.008887900005100586
VT,500,VT,MA,USA,14,34.018509529999996,0.2319679720741808,1.0,0.4491830406997518,7.770938143286247e-05,0.007770938143286246
NV,329,OR,NV,USA,12,33.4987991095,0.16461674324142161,1.0,0.17355540889378615,7.65221931680253e-05,0.00765221931680253
WY,160,ID,WY,USA,4,28.786748,0.16320063153420097,1.0,0.4976869607100448,6.575833013997692e-05,0.0065758330139976924
PA,241,PA,MD,USA,4,27.16397,0.23344674327433318,1.0,0.827938023074688,6.205137541664758e-05,0.006205137541664758
CO,89,WY,CO,USA,22,26.5240222115,0.19201886362438317,1.0,0.2138858837533916,6.058952575066478e-05,0.006058952575066477
MA,259,VT,MA,USA,12,22.53135953,0.2322720137079711,1.0,0.5240468808163771,5.146898074337036e-05,0.005146898074337036
CT,99,MA,CT,USA,8,20.951847578,0.23263573264287413,1.0,0.3023475054408433,4.7860859798286346e-05,0.004786085979828635
NY,369,VT,NY,USA,24,20.1533181938,0.20601628913793293,1.0,0.45119071793231846,4.6036757997252894e-05,0.004603675799725289
WI,551,WI,IL,USA,9,19.813341415,0.18389951037793809,1.0,0.10194661171607436,4.526014004581718e-05,0.004526014004581718
CA,62,NV,CA,USA,8,18.914867343,0.20238008063478735,1.0,0.45214532635781346,4.320773194995358e-05,0.0043207731949953575
TN,472,TN,AL,USA,4,18.040054,0.1617123408941503,1.0,0.26617306898991483,4.120937268339624e-05,0.004120937268339624
UT,499,UT,NV,USA,8,17.10747688,0.1698978395356704,1.0,0.47705877129704555,3.90790620926359e-05,0.00390790620926359
NC,459,NC,SC,USA,2,16.26893,0.2127947178508403,1.0,0.0,3.7163547267102725e-05,0.0037163547267102725
MO,299,MO,NE,USA,12,15.0563717457,0.1766584894935974,1.0,0.4632630314223636,3.4393668363094064e-05,0.0034393668363094064
KY,219,RI,KS,USA,4,14.897832,0.16071620678592624,1.0,0.4531062177003303,3.403151182710574e-05,0.003403151182710574
NE,319,MO,NE,USA,8,14.1508406405,0.15873277284114834,1.0,0.5804539024788501,3.2325139699565975e-05,0.0032325139699565975
UT,499,ID,UT,USA,12,12.4619876907,0.2000094598747606,1.0,0.38034672842659295,2.846724822009694e-05,0.002846724822009694
CA,419,OR,CA,USA,4,12.4204472,0.16474829105270894,1.0,0.6549918690015694,2.8372356178049425e-05,0.0028372356178049426
LA,221,LA,MS,USA,8,10.40057769,0.18176797756639135,1.0,0.24187165045359932,2.375831481157575e-05,0.002375831481157575
UT,499,WY,UT,USA,19,9.77295821394,0.20913468019442452,1.0,0.41399432338997627,2.2324627035900885e-05,0.0022324627035900887
VA,513,WA,VT,USA,4,7.8406270000000005,0.20099680725092722,1.0,0.38697055760105725,1.791055171533849e-05,0.0017910551715338491
VA,513,AL,AL,USA,4,7.8406270000000005,0.20099680725092722,1.0,0.38697055760105725,1.791055171533849e-05,0.0017910551715338491
DC,111,VA,DC,USA,12,7.291043,0.2721040297040283,1.0,0.5094623122940852,1.6655122442408838e-05,0.0016655122442408839
NC,373,VA,NC,USA,12,7.0996775747,0.19904647173527681,1.0,0.2805047701734799,1.621798133795847e-05,0.001621798133795847
OK,409,MO,OK,USA,10,6.775509635500001,0.17745890767500966,1.0,0.2969456325593305,1.547747593711536e-05,0.0015477475937115358
CT,92,MA,CT,USA,8,6.32612321,0.2244828285452033,1.0,0.5248940847161601,1.4450930634795933e-05,0.0014450930634795933
OK,409,NM,OK,USA,4,6.121069,0.15987829302319043,1.0,0.5670480124599362,1.398251987725666e-05,0.0013982519877256661
PA,422,PA,MD,USA,4,6.01795559,0.16732529285126932,1.0,0.4482432383824555,1.3746975186462173e-05,0.0013746975186462174
NY,363,PA,NY,USA,13,5.9464996,0.22168174136647487,1.0,0.03928598710297492,1.3583746377813872e-05,0.0013583746377813872
ME,230,NH,ME,USA,38,5.896473187,0.18791400303599626,1.0,0.5270165360747419,1.3469469718923021e-05,0.0013469469718923022
OK,402,OK,KS,USA,7,5.8833919,0.16287019696764857,1.0,0.43339299997114183,1.3439587788904329e-05,0.001343958778890433
MO,299,MO,KY,USA,8,5.5169048982,0.1605575777474633,1.0,0.13948882939978868,1.2602411833621893e-05,0.0012602411833621894
MS,280,MA,AL,USA,4,5.10074306,0.1534921254618758,1.0,0.658702663105292,1.1651762335178539e-05,0.001165176233517854
NH,339,NH,ME,USA,26,4.347956936,0.18492023758266962,1.0,0.45286098538656305,9.932153073764724e-06,0.0009932153073764723
MS,280,IN,AL,USA,4,3.5169046,0.19818316986767065,1.0,0.5302447728145249,8.033758233392793e-06,0.0008033758233392793
CT,92,AR,AK,USA,4,3.19926167,0.25286318389666357,1.0,0.22411393537055668,7.3081580837138635e-06,0.0007308158083713863
NJ,342,DE,NJ,USA,3,3.1158012,0.19382650206831423,1.0,0.013824446283197534,7.117507123768765e-06,0.0007117507123768765
DE,109,DE,NJ,USA,3,3.1158012,0.19382650206831423,1.0,0.013824446283197534,7.117507123768765e-06,0.0007117507123768765
KY,219,MO,KY,USA,4,2.7584524491,0.1605575777474633,1.0,0.13948882939978868,6.3012059168109466e-06,0.0006301205916810947
VA,513,VA,DC,USA,6,2.325189,0.30123654944550554,1.0,0.6443682642572282,5.31149075608828e-06,0.000531149075608828
MD,241,MD,DE,USA,3,2.15618971,0.23559047720990547,1.0,0.0043824247180398,4.925441206300937e-06,0.0004925441206300937
ID,160,ID,NV,USA,8,2.00253984,0.17114775816887184,1.0,0.3994189086974457,4.574454742757902e-06,0.0004574454742757902
NV,329,ID,NV,USA,8,2.00253984,0.17114775816887184,1.0,0.3994189086974457,4.574454742757902e-06,0.0004574454742757902
NH,331,NH,ME,USA,13,1.940742251,0.2025555403740287,1.0,0.6347879039068884,4.43328887507057e-06,0.000443328887507057
SD,460,DC,MN,USA,3,1.8771873000000001,0.19173245012404658,1.0,0.5050058613282586,4.288108618867679e-06,0.00042881086188676786
SD,460,CO,IA,USA,3,1.8771873000000001,0.19173245012404658,1.0,0.5050058613282586,4.288108618867679e-06,0.00042881086188676786
NH,339,NH,MA,USA,9,1.6914356099,0.2631886054063278,1.0,0.48477783767838745,3.863791118271415e-06,0.0003863791118271415
MI,269,OH,MI,USA,3,1.5162227,0.16473163065584182,1.0,0.2145647845266466,3.4635476321370922e-06,0.00034635476321370924
SD,460,CO,KS,USA,4,1.41362310192,0.15645809972229646,1.0,0.16017917165710407,3.22917665550668e-06,0.000322917665550668
SD,460,DC,MI,USA,4,1.41362310192,0.15645809972229646,1.0,0.16017917165710407,3.22917665550668e-06,0.000322917665550668
MS,280,KS,FL,USA,3,1.4114445,0.1704406315391488,1.0,0.17243034572454585,3.2242000174960593e-06,0.0003224200017496059
MS,280,MN,ID,USA,3,1.4114445,0.1704406315391488,1.0,0.17243034572454585,3.2242000174960593e-06,0.0003224200017496059
LA,222,TX,LA,USA,2,0.7327451,0.21566532787120565,1.0,0.0,1.6738290200147098e-06,0.00016738290200147098
TX,482,TX,LA,USA,2,0.7327451,0.21566532787120565,1.0,0.0,1.6738290200147098e-06,0.00016738290200147098
ID,539,ID,WA,USA,3,0.69233202,0.1569540336495452,1.0,0.20487847930692968,1.5815123520599517e-06,0.00015815123520599515
KS,291,MO,KS,USA,1,0.372486,0.2811139210601204,1.0,0.0,8.508796256013164e-07,8.508796256013164e-05
AL,12,KS,AL,USA,2,0.35218509,0.2199594705040794,1.0,0.0,8.045057197359522e-07,8.045057197359521e-05
CO,81,CO,NE,USA,4,0.31921612,0.1765837914528789,1.0,0.5728235070208555,7.291938292217826e-07,7.291938292217826e-05
MA,259,NH,MA,USA,4,0.24630030990000001,0.2456266333387504,1.0,0.4831486806291709,5.626303148929093e-07,5.626303148929093e-05
VA,479,VA,TN,USA,3,0.216102617,0.1951948802750587,1.0,0.002911672399064933,4.936489259849355e-07,4.936489259849355e-05
AR,50,GA,AL,USA,4,0.147238615,0.18547974751881713,1.0,0.4198919519299237,3.3634106410779564e-07,3.3634106410779565e-05
NM,89,CO,NM,USA,4,0.0667562915,0.19708690227119555,1.0,0.3933046477031901,1.5249316301297858e-07,1.5249316301297858e-05
ID,160,CO,MI,USA,1,0.0660931,0.1193068565402439,1.0,0.0,1.5097821712179885e-07,1.5097821712179885e-05
ID,160,CO,MN,USA,1,0.0660931,0.1193068565402439,1.0,0.0,1.5097821712179885e-07,1.5097821712179885e-05
WV,519,WV,VA,USA,4,0.036281944000000003,0.20515182532266607,1.0,0.8330315411786071,8.287980468207646e-08,8.287980468207646e-06
