horizon_months,wape_baseline_pct,wape_module1_pct,wape_module1_scaled_pct,improve_vs_module1_pct_pts,improve_vs_baseline_pct_pts,rows
1,10.965618000493185,11.548729448481287,10.875193168948623,0.673536279532664,0.09042483154456171,24
3,12.645069257334448,11.605793789127091,13.288367414085625,-1.6825736249585344,-0.6432981567511771,24
6,11.916979186607831,11.917150988768121,12.835159004273876,-0.9180080155057553,-0.9181798176660454,24
