origin_date,hs_code,actual_supply,demand_proxy,demand_proxy_ma12,month,q10,q50,q90,prediction_interval_width,forecast_date,horizon_months,cqr_qhat,cqr_qhat_global,predicted_gap_pct,lower_gap_pct,upper_gap_pct,forecast_month,seasonal_index,demand_proxy_base,demand_proxy_seasonal,demand_proxy_selected,risk_q10,risk_q50,risk_q90,demand_proxy_used,baseline_supply_demand_ratio,risk_supply_demand_ratio,actual_supply_demand_ratio,baseline_shortfall_usd,risk_shortfall_usd,actual_shortfall_usd,baseline_shortage_flag,risk_shortage_flag,actual_shortage_flag,track,trigger_active,initial_inventory_months,initial_inventory_usd,baseline_ending_inventory_usd,baseline_cumulative_shortfall_usd,baseline_stockout_step,baseline_stockout_flag,risk_ending_inventory_usd,risk_cumulative_shortfall_usd,risk_stockout_step,risk_stockout_flag,actual_ending_inventory_usd,actual_cumulative_shortfall_usd,actual_stockout_step,actual_stockout_flag,risk_first_stockout_date,risk_ending_inventory_months,trigger_threshold_pct,effective_predicted_gap_pct,effective_lower_gap_pct,effective_upper_gap_pct,substitution_elasticity,elastic_predicted_gap_pct,elastic_lower_gap_pct,elastic_upper_gap_pct,breach_line_q10,module1_bias_factor
2024-07-01,854233,316277150,388962935.0,390682571.9166667,7,0.0,421091127.09209937,1078264188.7614827,205082916.73984718,2024-08-01,1,518340282.7415714,90598478.88553339,4.91,3.57,6.25,8,1.067619880055415,388962935.0,415264562.0107022,415264562.0107022,0.0,421091127.09209937,1078264188.7614827,415264562.0107022,1.0140309711312352,1.0140309711312352,0.7616280774564359,0.0,0.0,98987412.0107022,False,False,True,baseline,True,1.0,415264562.0107022,421091127.09209937,0.0,,False,421091127.09209937,0.0,,False,316277149.99999994,0.0,,False,,1.0140309711312352,,,,,,,,,,
2024-08-01,854233,351490021,396057929.0,389563998.0833333,8,0.0,447973669.47077125,1077436505.8341086,158409827.5519719,2024-09-01,1,518340282.7415714,90598478.88553339,4.91,3.57,6.25,9,1.0095432834319742,396057929.0,399837622.0719277,399837622.0719277,0.0,447973669.47077125,1077436505.8341086,399837622.0719277,1.1203889897839183,1.1203889897839183,0.8790819112483859,0.0,0.0,48347601.071927726,False,False,False,baseline,True,1.0,399837622.0719277,447973669.47077125,0.0,,False,447973669.47077125,0.0,,False,351490021.00000006,0.0,,False,,1.1203889897839183,,,,,,,,,,
2024-09-01,854233,368316453,357352561.0,382915599.8333333,9,0.0,459157020.2997737,1082224433.63407,157095221.36667615,2024-10-01,1,518340282.7415714,90598478.88553339,4.91,3.57,6.25,10,1.1225335671812395,357352561.0,401140245.0406815,401140245.0406815,0.0,459157020.2997737,1082224433.63407,401140245.0406815,1.1446296550305204,1.1446296550305204,0.918173774767095,0.0,0.0,32823792.04068148,False,False,False,baseline,True,1.0,401140245.0406815,459157020.2997737,0.0,,False,459157020.2997737,0.0,,False,368316453.0,0.0,,False,,1.1446296550305204,,,,,,,,,,
2024-10-01,854233,334322647,346949386.0,382427054.8333333,10,0.0,391408069.37604386,952041547.9302812,42293195.81266594,2024-11-01,1,518340282.7415714,90598478.88553339,3.46,2.27,4.64,11,1.0695760636727996,346949386.0,371088758.5715747,371088758.5715747,0.0,391408069.37604386,952041547.9302812,371088758.5715747,1.054755931930366,1.054755931930366,0.9009236719724472,0.0,0.0,36766111.57157469,False,False,False,baseline,True,1.0,371088758.5715747,391408069.3760438,0.0,,False,391408069.3760438,0.0,,False,334322647.0,0.0,,False,,1.0547559319303659,,,,,,,,,,
2024-11-01,854233,318907797,330048368.0,384207643.75,11,0.0,367653832.62808913,1014243322.1883205,128249206.81865996,2024-12-01,1,518340282.7415714,90598478.88553339,3.46,2.27,4.64,12,0.9173793054357191,330048368.0,302779542.5960326,302779542.5960326,0.0,367653832.62808913,1014243322.1883205,302779542.5960326,1.2142624613136812,1.2142624613136812,1.0532673187418267,0.0,0.0,0.0,False,False,False,baseline,True,1.0,302779542.5960326,367653832.6280892,0.0,,False,367653832.6280892,0.0,,False,318907797.0,0.0,,False,,1.2142624613136814,,,,,,,,,,
2024-01-01,854239,4043742666,6435945164.0,6083554348.5,1,4530479086.339231,4668403781.231447,5877265779.813134,1165589735.702837,2024-02-01,1,90598478.88553339,90598478.88553339,2.42,1.51,3.46,2,0.9418373804749332,6435945164.0,6061613734.142074,6061613734.142074,4530479086.339231,4668403781.231447,5877265779.813134,6061613734.142074,0.7701585726151827,0.7701585726151827,0.6671066226512581,1393209952.9106264,1393209952.9106264,2017871068.1420736,True,True,True,baseline,True,1.0,6061613734.142074,4668403781.231446,0.0,,False,4668403781.231446,0.0,,False,4043742666.000001,0.0,,False,,0.7701585726151826,,,,,,,,,,
2024-02-01,854239,4340849637,6464786877.0,5963911608.083333,2,5818660018.624379,6440483490.434786,6531081969.320319,531224992.92487335,2024-03-01,1,90598478.88553339,90598478.88553339,2.42,1.51,3.46,3,1.0275065302646784,6464786877.0,6642610732.886896,6642610732.886896,5818660018.624379,6440483490.434786,6531081969.320319,6642610732.886896,0.9695711143434315,0.9695711143434315,0.6534854760506875,202127242.4521103,202127242.4521103,2301761095.886896,False,False,True,baseline,True,1.0,6642610732.886896,6440483490.434786,0.0,,False,6440483490.434786,0.0,,False,4340849637.0,0.0,,False,,0.9695711143434315,,,,,,,,,,
2024-03-01,854239,3583249504,7064966768.0,5762157923.833333,3,4607137286.432836,4697735765.318369,5282200102.413614,493865858.209712,2024-04-01,1,90598478.88553339,90598478.88553339,2.42,1.51,3.46,4,0.9992489714927794,7064966768.0,7059660776.554666,7059660776.554666,4607137286.432836,4697735765.318369,5282200102.413614,7059660776.554666,0.6654336396615094,0.6654336396615094,0.5075668105612204,2361925011.2362967,2361925011.2362967,3476411272.5546656,True,True,True,baseline,True,1.0,7059660776.554666,4697735765.31837,0.0,,False,4697735765.31837,0.0,,False,3583249503.999999,0.0,,False,,0.6654336396615095,,,,,,,,,,
2024-04-01,854239,4257327633,5950118583.0,5535148162.916667,4,3816116605.3432074,4790682245.7475195,6140610928.7786,1287813757.9522495,2024-05-01,1,518340282.7415714,90598478.88553339,3.8,2.66,4.95,5,0.9900297741796685,5950118583.0,5890794557.069739,5890794557.069739,3816116605.3432074,4790682245.7475195,6140610928.7786,5890794557.069739,0.8132489088416879,0.8132489088416879,0.7227085568432596,1100112311.3222198,1100112311.3222198,1633466924.0697393,False,False,True,baseline,True,1.0,5890794557.069739,4790682245.7475195,0.0,,False,4790682245.7475195,0.0,,False,4257327633.000001,0.0,,False,,0.8132489088416879,,,,,,,,,,
2024-05-01,854239,5126534055,7277117128.0,5337909073.0,5,3824841502.6651144,4484782300.686746,5400594403.926527,539072335.7782698,2024-06-01,1,518340282.7415714,90598478.88553339,3.8,2.66,4.95,6,0.995272730288584,7277117128.0,7242716232.614379,7242716232.614379,3824841502.6651144,4484782300.686746,5400594403.926527,7242716232.614379,0.619212758949675,0.619212758949675,0.7078192614968006,2757933931.9276333,2757933931.9276333,2116182177.614379,True,True,True,baseline,True,1.0,7242716232.614379,4484782300.686746,0.0,,False,4484782300.686746,0.0,,False,5126534055.000001,0.0,,False,,0.619212758949675,,,,,,,,,,
2024-06-01,854239,3932066531,6589807926.0,5086259948.416667,6,4153567916.5765142,4671908199.318086,5415249838.467377,225001356.4077196,2024-07-01,1,518340282.7415714,90598478.88553339,3.8,2.66,4.95,7,1.006608074293256,6589807926.0,6633353866.353294,6633353866.353294,4153567916.5765142,4671908199.318086,5415249838.467377,6633353866.353294,0.7043055886126698,0.7043055886126698,0.5927720140101111,1961445667.0352087,1961445667.0352087,2701287335.3532944,True,True,True,baseline,True,1.0,6633353866.353294,4671908199.318085,0.0,,False,4671908199.318085,0.0,,False,3932066531.0,0.0,,False,,0.7043055886126696,,,,,,,,,,
2024-07-01,854239,3926994028,6191500751.0,4964320459.166667,7,5173377230.889772,5691717513.631344,6210057796.372915,0.0,2024-08-01,1,518340282.7415714,90598478.88553339,4.91,3.57,6.25,8,0.9896858317691425,6191500751.0,6127640570.652705,6127640570.652705,5173377230.889772,5691717513.631344,6210057796.372915,6127640570.652705,0.928859558259807,0.928859558259807,0.6408655962635392,435923057.02136135,435923057.02136135,2200646542.652705,False,False,True,baseline,True,1.0,6127640570.652705,5691717513.631345,0.0,,False,5691717513.631345,0.0,,False,3926994028.000001,0.0,,False,,0.9288595582598073,,,,,,,,,,
2024-08-01,854239,4780265869,6174216137.0,4776034274.166667,8,4120236460.7449303,4638576743.486502,5363631645.480143,206714619.25206947,2024-09-01,1,518340282.7415714,90598478.88553339,4.91,3.57,6.25,9,1.0253785493078071,6174216137.0,6330908785.669913,6330908785.669913,4120236460.7449303,4638576743.486502,5363631645.480143,6330908785.669913,0.7326873440328149,0.7326873440328149,0.7550678790097543,1692332042.1834116,1692332042.1834116,1550642916.6699133,True,True,True,baseline,True,1.0,6330908785.669913,4638576743.486501,0.0,,False,4638576743.486501,0.0,,False,4780265869.000001,0.0,,False,,0.7326873440328147,,,,,,,,,,
2024-09-01,854239,4576452353,5893738153.0,4588765765.083333,9,3980200816.594198,4498541099.33577,5336737094.871457,319855712.794116,2024-10-01,1,518340282.7415714,90598478.88553339,4.91,3.57,6.25,10,1.063171130497329,5893738153.0,6266052254.98025,6266052254.98025,3980200816.594198,4498541099.33577,5336737094.871457,6266052254.98025,0.7179226913979747,0.7179226913979747,0.7303565573304375,1767511155.6444807,1767511155.6444807,1689599901.9802504,True,True,True,baseline,True,1.0,6266052254.98025,4498541099.335771,0.0,,False,4498541099.335771,0.0,,False,4576452353.000001,0.0,,False,,0.7179226913979748,,,,,,,,,,
2024-10-01,854239,4200219416,5532946180.0,4495976408.083333,10,5074311700.392704,5592651983.134275,6110992265.875847,0.0,2024-11-01,1,518340282.7415714,90598478.88553339,3.46,2.27,4.64,11,0.9591099804276263,5532946180.0,5306703902.40691,5306703902.40691,5074311700.392704,5592651983.134275,6110992265.875847,5306703902.40691,1.0538843104846438,1.0538843104846438,0.7914930799313954,0.0,0.0,1106484486.40691,False,False,True,baseline,True,1.0,5306703902.40691,5592651983.134275,0.0,,False,5592651983.134275,0.0,,False,4200219416.0,0.0,,False,,1.0538843104846438,,,,,,,,,,
2024-11-01,854239,4903897583,5105571743.0,4416268589.166667,11,4693971393.050531,5212311675.792103,5730651958.533674,0.0,2024-12-01,1,518340282.7415714,90598478.88553339,3.46,2.27,4.64,12,0.9781425847305427,5105571743.0,4993977141.225243,4993977141.225243,4693971393.050531,5212311675.792103,5730651958.533674,4993977141.225243,1.0437195702728614,1.0437195702728614,0.9819623607241538,0.0,0.0,90079558.22524261,False,False,False,baseline,True,1.0,4993977141.225243,5212311675.792103,0.0,,False,5212311675.792103,0.0,,False,4903897583.0,0.0,,False,,1.0437195702728614,,,,,,,,,,
2021-01-01,854231,12570026058,9394995486.0,10197888340.166666,1,7166985741.492863,10333788075.617651,10400184866.387577,3233199124.8947144,2021-04-01,3,0.0,0.0,17.95,15.0,20.9,4,0.9440601236315116,9394995486.0,8869440600.030653,8869440600.030653,7166985741.492863,10333788075.617651,10400184866.387577,8869440600.030653,1.1651003193574505,1.1651003193574505,1.417228732323497,0.0,0.0,0.0,False,False,False,baseline,True,1.0,8869440600.030653,13262483026.791647,0.0,,False,13262483026.791647,0.0,,False,19971196973.93869,0.0,,False,,1.4953009580723515,,,,,,,,,,
2021-02-01,854231,14704496724,8577393200.0,10227231376.666666,2,6925875339.868797,9497086602.771473,10464411861.626669,3538536521.7578716,2021-05-01,3,0.0,0.0,17.95,15.0,20.9,5,1.0509202615286986,8577393200.0,9014156304.978481,9014156304.978481,6925875339.868797,9497086602.771473,10464411861.626669,9014156304.978481,1.0535746531848211,1.0535746531848211,1.631267112139909,0.0,0.0,0.0,False,False,False,baseline,True,1.0,9014156304.978481,10462947198.357456,0.0,,False,10462947198.357456,0.0,,False,26085177562.043034,0.0,,False,,1.1607239595544636,,,,,,,,,,
