forecast_date,horizon_months,actual_supply,baseline_q50,module1_q50,segment
2016-07-01,6,14551800842,14537077254.061033,14539363981.681995,train_fitted_2010_2019
2016-08-01,6,15153544611,14984334923.629932,14981312146.43344,train_fitted_2010_2019
2016-09-01,6,14511045046,14463020600.835789,14366452367.423811,train_fitted_2010_2019
2016-10-01,6,15428124242,15450640050.924475,15437851963.724314,train_fitted_2010_2019
2016-11-01,6,14306893703,14393993857.77833,14380795362.64849,train_fitted_2010_2019
2016-12-01,6,14995700048,14998893896.303816,15021300357.09012,train_fitted_2010_2019
2017-01-01,6,16015322383,15890805708.671741,15876813261.794024,train_fitted_2010_2019
2017-02-01,6,14640813035,14634692446.182348,14643721308.774157,train_fitted_2010_2019
2017-03-01,6,16666647849,16542723618.868195,16442689006.348822,train_fitted_2010_2019
2017-04-01,6,14313490890,14259558711.318188,14290896586.603256,train_fitted_2010_2019
2017-05-01,6,16206726644,16187593780.886871,16120950644.361883,train_fitted_2010_2019
2017-06-01,6,16221936802,16204542428.799238,16194866522.289877,train_fitted_2010_2019
2017-07-01,6,14538702735,14483522734.740833,14571091061.895903,train_fitted_2010_2019
2017-08-01,6,16321024221,16302535818.410255,16312598455.12595,train_fitted_2010_2019
2017-09-01,6,16528007735,16178181050.022903,15949063189.534737,train_fitted_2010_2019
2017-10-01,6,15792710618,15758207947.402876,15808597727.7788,train_fitted_2010_2019
2017-11-01,6,17919251284,17658981345.739075,17502334758.910664,train_fitted_2010_2019
2017-12-01,6,16555913336,16560747493.585833,16560896412.552654,train_fitted_2010_2019
2018-01-01,6,15792705183,15662355136.439379,15727233165.993515,train_fitted_2010_2019
2018-02-01,6,16027285171,16093915510.266706,16035759457.925425,train_fitted_2010_2019
2018-03-01,6,16269499964,16194701999.249002,16255101793.4048,train_fitted_2010_2019
2018-04-01,6,16735417807,16742992111.1543,16786991423.560392,train_fitted_2010_2019
2018-05-01,6,18659045468,17907579164.188774,18151523819.287075,train_fitted_2010_2019
2018-06-01,6,16734974592,16784186451.304638,16738069560.343914,train_fitted_2010_2019
2018-07-01,6,17091457368,16918403302.259014,17020354578.484793,train_fitted_2010_2019
2018-08-01,6,17662177999,16670290765.758104,16759028249.046066,train_fitted_2010_2019
2018-09-01,6,16163468299,15679252095.614046,16024921151.432348,train_fitted_2010_2019
2018-10-01,6,15018312664,15112225462.8996,15165945450.952452,train_fitted_2010_2019
2018-11-01,6,16089025644,16054606468.071255,15977598598.45619,train_fitted_2010_2019
2018-12-01,6,17686714202,17282242047.127983,17369945257.72334,train_fitted_2010_2019
2019-01-01,6,14564220624,14573627958.718096,14562998784.609425,train_fitted_2010_2019
2019-02-01,6,12938284687,12999610695.04991,12935557122.089462,train_fitted_2010_2019
2019-03-01,6,16715625564,16727854500.433104,16715240955.558722,train_fitted_2010_2019
2019-04-01,6,12718876580,12753820116.065207,12745526527.334034,train_fitted_2010_2019
2019-05-01,6,15572264308,15622924620.865002,15736295953.734936,train_fitted_2010_2019
2019-06-01,6,15266537991,15322863306.49487,15348975414.865063,train_fitted_2010_2019
2019-07-01,6,14621505917,14813843467.39595,14675355488.076609,train_fitted_2010_2019
2019-08-01,6,18700004068,18550885380.056168,18178410387.189365,train_fitted_2010_2019
2019-09-01,6,15128612959,15236193359.569149,15166490860.808306,train_fitted_2010_2019
2019-10-01,6,19059604038,17984144466.8791,18430292046.17968,train_fitted_2010_2019
2019-11-01,6,15102976816,15220221661.659004,15263108820.383053,train_fitted_2010_2019
2019-12-01,6,18128386618,17977738360.95498,17801414829.974655,train_fitted_2010_2019
2020-01-01,6,15394419240,15662239576.217083,16038755730.490593,forecast_2020_plus
2020-02-01,6,13340080769,14337794736.211325,15192446135.820187,forecast_2020_plus
2020-03-01,6,20069828156,15772266486.733181,16937374771.71918,forecast_2020_plus
2020-04-01,6,11712629059,15604008920.561802,16338295052.859596,forecast_2020_plus
2020-05-01,6,12871393722,16522877878.49334,17518504347.903206,forecast_2020_plus
2020-06-01,6,15320059641,15860554664.33094,16914943639.89443,forecast_2020_plus
2021-07-01,6,18948651730,14347054922.701792,14123302589.759968,forecast_2020_plus
2021-08-01,6,22797670023,14763814177.278622,14322120818.639256,forecast_2020_plus
2021-09-01,6,20690069970,15032488757.56837,15453381399.581657,forecast_2020_plus
2021-10-01,6,17404362145,15445778960.1729,15621509506.624825,forecast_2020_plus
2021-11-01,6,19612659252,14420717831.283772,14304645990.180439,forecast_2020_plus
2021-12-01,6,22838461230,16553962774.440426,17729145788.38844,forecast_2020_plus
2022-01-01,6,16825969850,15425439932.039448,16218275175.181644,forecast_2020_plus
2022-02-01,6,17926558167,15077913623.915531,16337669686.295017,forecast_2020_plus
2022-03-01,6,24345128144,16956555138.836235,18058949660.19165,forecast_2020_plus
2022-04-01,6,19283273155,17836910141.268024,18037398010.66045,forecast_2020_plus
2022-05-01,6,22462593594,16487108254.129305,16521227448.842026,forecast_2020_plus
2022-06-01,6,25382434138,16651798080.676617,19008328216.689663,forecast_2020_plus
2022-07-01,6,18078761012,17304516180.223625,16671445958.44128,forecast_2020_plus
2022-08-01,6,19109349191,15799501373.649143,15686883269.318075,forecast_2020_plus
2022-09-01,6,22912337265,17382568400.211136,16814008650.71042,forecast_2020_plus
2022-10-01,6,21731214143,17717305149.022526,16788813147.621723,forecast_2020_plus
2022-11-01,6,18903201958,18663423417.350994,17197273461.148666,forecast_2020_plus
2022-12-01,6,18071089869,17970204391.44989,16981803194.78836,forecast_2020_plus
2023-01-01,6,15587939055,17880785516.348747,17242677887.914375,forecast_2020_plus
2023-02-01,6,16188265112,16772104429.931793,16954108921.91498,forecast_2020_plus
2023-03-01,6,18854384035,17983321966.79156,17806374811.06767,forecast_2020_plus
2023-04-01,6,14926679028,17936329956.596554,18235607653.96947,forecast_2020_plus
2023-05-01,6,17582537728,19319728019.333076,18413158590.112907,forecast_2020_plus
2023-06-01,6,17632184717,18120867957.397106,18438676736.440636,forecast_2020_plus
2023-07-01,6,17322727545,19033613728.633987,17575611207.911545,forecast_2020_plus
2023-08-01,6,16330912909,19865130722.52618,17090955306.675615,forecast_2020_plus
2023-09-01,6,17130679988,19270845022.056328,20140746626.725056,forecast_2020_plus
2023-10-01,6,16308621366,20820998559.050297,19716438110.679695,forecast_2020_plus
2023-11-01,6,15719830912,19489456821.155067,18930729517.389957,forecast_2020_plus
2023-12-01,6,16922530187,19240772651.19374,17201411520.110756,forecast_2020_plus
2024-01-01,6,15459241727,16857608496.65858,15822331339.918179,forecast_2020_plus
2024-02-01,6,12976621615,15939795150.582676,15457634522.444595,forecast_2020_plus
2024-03-01,6,18017207600,17841123869.659378,16461184125.197819,forecast_2020_plus
2024-04-01,6,15623948502,16434966644.642387,15901475318.930077,forecast_2020_plus
2024-05-01,6,17156929700,17012177628.999878,16879670264.796467,forecast_2020_plus
2024-06-01,6,19912255337,17947752813.84448,17886519212.590664,forecast_2020_plus
2024-07-01,6,18844751694,16423588305.549347,16382285407.192959,forecast_2020_plus
2024-08-01,6,17975867131,18161090915.77141,17883116225.039806,forecast_2020_plus
2024-09-01,6,23441488042,16012222928.010302,15768633890.623503,forecast_2020_plus
2024-10-01,6,19348491244,17031104373.823715,16929000287.086582,forecast_2020_plus
2024-11-01,6,18598094478,15437608819.624683,14947913451.291935,forecast_2020_plus
2024-12-01,6,21980718113,15799667112.490154,15682763501.75037,forecast_2020_plus
