forecast_date,horizon_months,actual_supply,baseline_q50,module1_q50,module1_q50_calibrated
2015-02-01,1,12147033380.0,12168228481.005829,12171584223.199287,18987100375.698505
2015-03-01,1,13640767734.0,13641939672.50697,13617070776.862831,18994462712.410805
2015-04-01,1,13846694397.0,13846957413.245672,13848248006.798336,18995640173.801014
2015-05-01,1,13586956224.0,13627593050.709251,13639367174.84426,18994576275.272385
2015-06-01,1,13610916537.0,13608907266.06058,13627221449.964935,18994514413.11535
2015-07-01,1,14322958353.0,14295965154.980326,14322783881.746044,18998057140.520332
2015-08-01,1,13125503297.0,13181001864.802578,13152864063.606731,18992098355.496906
2015-09-01,1,13861045488.0,13857488851.009336,13781640550.925129,18995300920.200592
2015-10-01,1,13554712255.0,13577876834.63831,13567527945.725674,18994210374.536346
2015-11-01,1,11855356229.0,12076538890.7922,12014566914.696018,18986300635.090797
2015-12-01,1,13581128076.0,13405092443.18243,13508085104.69035,18993907612.667183
2016-01-01,1,12456584762.0,12488368284.184937,12518304358.968792,18988866334.972218
2016-02-01,1,12005416664.0,12045515050.92396,12081491225.763302,18986641502.538555
2016-03-01,1,15882037156.0,14433577482.113132,13554922464.64356,18994146170.690304
2016-04-01,1,14256086284.0,13896007074.18695,13830396219.602198,18995549248.798687
2016-05-01,1,14436541054.0,14441221899.782772,14435979964.775526,18998633685.266228
2016-06-01,1,15024868444.0,14975736243.982162,14923370683.011436,19001116125.915024
2016-07-01,1,14551800842.0,14516569218.461964,14469695608.613802,18998805410.08911
