month,hs_code,source,confidence,node_id,node_type,state,handling_capacity,storage_capacity
2011-01,8542,us_census_port_observed,high,-,Port,XX,1086006424,1629009636.0
2011-01,8542,us_census_port_observed,high,0209,Port,XX,67037,100555.5
2011-01,8542,us_census_port_observed,high,0212,Port,XX,24111209,36166813.5
2011-01,8542,us_census_port_observed,high,0417,Port,XX,138396,207594.0
2011-01,8542,us_census_port_observed,high,0701,Port,XX,4860,7290.0
2011-01,8542,us_census_port_observed,high,0708,Port,XX,2765,4147.5
2011-01,8542,us_census_port_observed,high,0712,Port,XX,51570,77355.0
2011-01,8542,us_census_port_observed,high,0901,Port,XX,182465,273697.5
2011-01,8542,us_census_port_observed,high,1001,Port,NY,30675,46012.5
2011-01,8542,us_census_port_observed,high,1003,Port,NY,828312,1242468.0
2011-01,8542,us_census_port_observed,high,1012,Port,NY,20182034,30273051.0
2011-01,8542,us_census_port_observed,high,1101,Port,NY,2639422,3959133.0
2011-01,8542,us_census_port_observed,high,1108,Port,NY,86770,130155.0
2011-01,8542,us_census_port_observed,high,1303,Port,XX,60767,91150.5
2011-01,8542,us_census_port_observed,high,1601,Port,XX,101394,152091.0
2011-01,8542,us_census_port_observed,high,1704,Port,XX,2142954,3214431.0
2011-01,8542,us_census_port_observed,high,1801,Port,XX,186549,279823.5
2011-01,8542,us_census_port_observed,high,1808,Port,XX,204015,306022.5
2011-01,8542,us_census_port_observed,high,1910,Port,XX,2611,3916.5
2011-01,8542,us_census_port_observed,high,2002,Port,XX,127164147,190746220.5
2011-01,8542,us_census_port_observed,high,2006,Port,XX,2507,3760.5
2011-01,8542,us_census_port_observed,high,2301,Port,XX,11695,17542.5
2011-01,8542,us_census_port_observed,high,2304,Port,XX,14142197,21213295.5
2011-01,8542,us_census_port_observed,high,2305,Port,XX,158514,237771.0
2011-01,8542,us_census_port_observed,high,2402,Port,XX,2997614,4496421.0
2011-01,8542,us_census_port_observed,high,2408,Port,XX,13382,20073.0
2011-01,8542,us_census_port_observed,high,2506,Port,XX,412375,618562.5
2011-01,8542,us_census_port_observed,high,2507,Port,XX,44076,66114.0
2011-01,8542,us_census_port_observed,high,2604,Port,XX,266877,400315.5
2011-01,8542,us_census_port_observed,high,2605,Port,XX,0,0.0
2011-01,8542,us_census_port_observed,high,2704,Port,CA,1977412,2966118.0
2011-01,8542,us_census_port_observed,high,2709,Port,CA,359563,539344.5
2011-01,8542,us_census_port_observed,high,2720,Port,CA,75875619,113813428.5
2011-01,8542,us_census_port_observed,high,2801,Port,CA,106225971,159338956.5
2011-01,8542,us_census_port_observed,high,2809,Port,CA,0,0.0
2011-01,8542,us_census_port_observed,high,2811,Port,CA,389939,584908.5
2011-01,8542,us_census_port_observed,high,2904,Port,XX,291544,437316.0
2011-01,8542,us_census_port_observed,high,2910,Port,XX,12016,18024.0
2011-01,8542,us_census_port_observed,high,3001,Port,IL,200877,301315.5
2011-01,8542,us_census_port_observed,high,3002,Port,IL,161561,242341.5
2011-01,8542,us_census_port_observed,high,3004,Port,IL,10650,15975.0
2011-01,8542,us_census_port_observed,high,3029,Port,IL,786816,1180224.0
2011-01,8542,us_census_port_observed,high,3126,Port,XX,220931078,331396617.0
2011-01,8542,us_census_port_observed,high,3205,Port,XX,1597641,2396461.5
2011-01,8542,us_census_port_observed,high,3307,Port,XX,969044,1453566.0
2011-01,8542,us_census_port_observed,high,3401,Port,XX,25383,38074.5
2011-01,8542,us_census_port_observed,high,3403,Port,XX,2265,3397.5
2011-01,8542,us_census_port_observed,high,3501,Port,XX,8741,13111.5
2011-01,8542,us_census_port_observed,high,3502,Port,XX,9652,14478.0
2011-01,8542,us_census_port_observed,high,3801,Port,XX,702060,1053090.0
2011-01,8542,us_census_port_observed,high,3802,Port,XX,308731,463096.5
2011-01,8542,us_census_port_observed,high,3807,Port,XX,321752,482628.0
2011-01,8542,us_census_port_observed,high,3901,Port,XX,14632858,21949287.0
2011-01,8542,us_census_port_observed,high,3902,Port,XX,0,0.0
2011-01,8542,us_census_port_observed,high,4101,Port,XX,17566160,26349240.0
2011-01,8542,us_census_port_observed,high,4102,Port,XX,504919,757378.5
2011-01,8542,us_census_port_observed,high,4115,Port,XX,3755,5632.5
2011-01,8542,us_census_port_observed,high,5201,Port,XX,6000,9000.0
2011-01,8542,us_census_port_observed,high,5206,Port,XX,175429493,263144239.5
2011-01,8542,us_census_port_observed,high,5301,Port,TX,61696,92544.0
2011-01,8542,us_census_port_observed,high,5309,Port,TX,238656414,357984621.0
2011-01,8542,us_census_port_observed,high,5401,Port,XX,11795494,17693241.0
2011-01,8542,us_census_port_observed,high,5501,Port,XX,19898400,29847600.0
2011-01,8542,us_census_port_observed,high,5506,Port,XX,45731,68596.5
2011-02,8542,us_census_port_observed,high,-,Port,XX,1039018998,1558528497.0
2011-02,8542,us_census_port_observed,high,0209,Port,XX,38661,57991.5
2011-02,8542,us_census_port_observed,high,0212,Port,XX,21140590,31710885.0
2011-02,8542,us_census_port_observed,high,0401,Port,XX,418760,628140.0
2011-02,8542,us_census_port_observed,high,0417,Port,XX,478498,717747.0
2011-02,8542,us_census_port_observed,high,0701,Port,XX,18024,27036.0
2011-02,8542,us_census_port_observed,high,0708,Port,XX,0,0.0
2011-02,8542,us_census_port_observed,high,0712,Port,XX,73214,109821.0
2011-02,8542,us_census_port_observed,high,0901,Port,XX,341781,512671.5
2011-02,8542,us_census_port_observed,high,1001,Port,NY,8653,12979.5
2011-02,8542,us_census_port_observed,high,1003,Port,NY,688035,1032052.5
2011-02,8542,us_census_port_observed,high,1012,Port,NY,23055083,34582624.5
2011-02,8542,us_census_port_observed,high,1101,Port,NY,2722047,4083070.5
2011-02,8542,us_census_port_observed,high,1108,Port,NY,44065,66097.5
2011-02,8542,us_census_port_observed,high,1303,Port,XX,0,0.0
2011-02,8542,us_census_port_observed,high,1512,Port,XX,43803,65704.5
2011-02,8542,us_census_port_observed,high,1601,Port,XX,6791,10186.5
2011-02,8542,us_census_port_observed,high,1703,Port,XX,41864,62796.0
2011-02,8542,us_census_port_observed,high,1704,Port,XX,2924655,4386982.5
2011-02,8542,us_census_port_observed,high,1801,Port,XX,45917,68875.5
2011-02,8542,us_census_port_observed,high,1808,Port,XX,204064,306096.0
2011-02,8542,us_census_port_observed,high,1910,Port,XX,17942,26913.0
2011-02,8542,us_census_port_observed,high,2002,Port,XX,197524829,296287243.5
2011-02,8542,us_census_port_observed,high,2006,Port,XX,0,0.0
2011-02,8542,us_census_port_observed,high,2301,Port,XX,35787,53680.5
2011-02,8542,us_census_port_observed,high,2304,Port,XX,4521478,6782217.0
2011-02,8542,us_census_port_observed,high,2305,Port,XX,235014,352521.0
2011-02,8542,us_census_port_observed,high,2402,Port,XX,3695450,5543175.0
2011-02,8542,us_census_port_observed,high,2408,Port,XX,0,0.0
2011-02,8542,us_census_port_observed,high,2506,Port,XX,607994,911991.0
2011-02,8542,us_census_port_observed,high,2507,Port,XX,36648,54972.0
2011-02,8542,us_census_port_observed,high,2601,Port,XX,14505,21757.5
2011-02,8542,us_census_port_observed,high,2604,Port,XX,133448,200172.0
2011-02,8542,us_census_port_observed,high,2605,Port,XX,0,0.0
2011-02,8542,us_census_port_observed,high,2704,Port,CA,2038631,3057946.5
2011-02,8542,us_census_port_observed,high,2709,Port,CA,502803,754204.5
2011-02,8542,us_census_port_observed,high,2720,Port,CA,74767528,112151292.0
2011-02,8542,us_census_port_observed,high,2801,Port,CA,93325227,139987840.5
2011-02,8542,us_census_port_observed,high,2809,Port,CA,0,0.0
2011-02,8542,us_census_port_observed,high,2811,Port,CA,388970,583455.0
2011-02,8542,us_census_port_observed,high,2834,Port,CA,4450,6675.0
2011-02,8542,us_census_port_observed,high,2904,Port,XX,40069,60103.5
2011-02,8542,us_census_port_observed,high,2910,Port,XX,43616,65424.0
2011-02,8542,us_census_port_observed,high,3001,Port,IL,315331,472996.5
2011-02,8542,us_census_port_observed,high,3002,Port,IL,396467,594700.5
2011-02,8542,us_census_port_observed,high,3004,Port,IL,38324,57486.0
2011-02,8542,us_census_port_observed,high,3029,Port,IL,669028,1003542.0
2011-02,8542,us_census_port_observed,high,3126,Port,XX,166716298,250074447.0
2011-02,8542,us_census_port_observed,high,3205,Port,XX,991965,1487947.5
2011-02,8542,us_census_port_observed,high,3307,Port,XX,1448871,2173306.5
2011-02,8542,us_census_port_observed,high,3401,Port,XX,14555,21832.5
2011-02,8542,us_census_port_observed,high,3403,Port,XX,4815,7222.5
2011-02,8542,us_census_port_observed,high,3501,Port,XX,5197,7795.5
2011-02,8542,us_census_port_observed,high,3502,Port,XX,0,0.0
2011-02,8542,us_census_port_observed,high,3801,Port,XX,852416,1278624.0
2011-02,8542,us_census_port_observed,high,3802,Port,XX,44394,66591.0
2011-02,8542,us_census_port_observed,high,3807,Port,XX,397474,596211.0
2011-02,8542,us_census_port_observed,high,3901,Port,XX,13325118,19987677.0
2011-02,8542,us_census_port_observed,high,3902,Port,XX,3432,5148.0
2011-02,8542,us_census_port_observed,high,4101,Port,XX,18386595,27579892.5
2011-02,8542,us_census_port_observed,high,4102,Port,XX,199741,299611.5
2011-02,8542,us_census_port_observed,high,4103,Port,XX,4749,7123.5
2011-02,8542,us_census_port_observed,high,4115,Port,XX,2019,3028.5
2011-02,8542,us_census_port_observed,high,5201,Port,XX,0,0.0
2011-02,8542,us_census_port_observed,high,5206,Port,XX,241440273,362160409.5
2011-02,8542,us_census_port_observed,high,5301,Port,TX,54831,82246.5
2011-02,8542,us_census_port_observed,high,5309,Port,TX,146628754,219943131.0
2011-02,8542,us_census_port_observed,high,5401,Port,XX,1101438,1652157.0
2011-02,8542,us_census_port_observed,high,5501,Port,XX,15741521,23612281.5
2011-02,8542,us_census_port_observed,high,5506,Port,XX,6498,9747.0
2011-03,8542,us_census_port_observed,high,-,Port,XX,1251670475,1877505712.5
2011-03,8542,us_census_port_observed,high,0209,Port,XX,9458,14187.0
2011-03,8542,us_census_port_observed,high,0211,Port,XX,13133,19699.5
2011-03,8542,us_census_port_observed,high,0212,Port,XX,37540224,56310336.0
2011-03,8542,us_census_port_observed,high,0401,Port,XX,0,0.0
2011-03,8542,us_census_port_observed,high,0417,Port,XX,284931,427396.5
2011-03,8542,us_census_port_observed,high,0701,Port,XX,49005,73507.5
2011-03,8542,us_census_port_observed,high,0708,Port,XX,0,0.0
2011-03,8542,us_census_port_observed,high,0712,Port,XX,535469,803203.5
2011-03,8542,us_census_port_observed,high,0901,Port,XX,491940,737910.0
2011-03,8542,us_census_port_observed,high,1001,Port,NY,9953,14929.5
2011-03,8542,us_census_port_observed,high,1003,Port,NY,1628787,2443180.5
2011-03,8542,us_census_port_observed,high,1012,Port,NY,26893978,40340967.0
2011-03,8542,us_census_port_observed,high,1101,Port,NY,3595099,5392648.5
2011-03,8542,us_census_port_observed,high,1108,Port,NY,7947,11920.5
2011-03,8542,us_census_port_observed,high,1303,Port,XX,5083,7624.5
2011-03,8542,us_census_port_observed,high,1401,Port,XX,109150,163725.0
2011-03,8542,us_census_port_observed,high,1512,Port,XX,63372,95058.0
2011-03,8542,us_census_port_observed,high,1601,Port,XX,63304,94956.0
2011-03,8542,us_census_port_observed,high,1703,Port,XX,7114,10671.0
2011-03,8542,us_census_port_observed,high,1704,Port,XX,3553765,5330647.5
2011-03,8542,us_census_port_observed,high,1801,Port,XX,2271,3406.5
2011-03,8542,us_census_port_observed,high,1808,Port,XX,284325,426487.5
2011-03,8542,us_census_port_observed,high,1910,Port,XX,42664,63996.0
2011-03,8542,us_census_port_observed,high,2002,Port,XX,169180498,253770747.0
2011-03,8542,us_census_port_observed,high,2006,Port,XX,1655264,2482896.0
2011-03,8542,us_census_port_observed,high,2301,Port,XX,78368,117552.0
2011-03,8542,us_census_port_observed,high,2304,Port,XX,6274512,9411768.0
2011-03,8542,us_census_port_observed,high,2305,Port,XX,110445,165667.5
2011-03,8542,us_census_port_observed,high,2402,Port,XX,4414061,6621091.5
2011-03,8542,us_census_port_observed,high,2408,Port,XX,83865,125797.5
2011-03,8542,us_census_port_observed,high,2501,Port,XX,8133,12199.5
2011-03,8542,us_census_port_observed,high,2506,Port,XX,596654,894981.0
2011-03,8542,us_census_port_observed,high,2507,Port,XX,44621,66931.5
2011-03,8542,us_census_port_observed,high,2601,Port,XX,3550,5325.0
2011-03,8542,us_census_port_observed,high,2604,Port,XX,154887,232330.5
2011-03,8542,us_census_port_observed,high,2605,Port,XX,0,0.0
2011-03,8542,us_census_port_observed,high,2704,Port,CA,2100474,3150711.0
2011-03,8542,us_census_port_observed,high,2709,Port,CA,426706,640059.0
2011-03,8542,us_census_port_observed,high,2720,Port,CA,89905675,134858512.5
2011-03,8542,us_census_port_observed,high,2801,Port,CA,158149766,237224649.0
2011-03,8542,us_census_port_observed,high,2809,Port,CA,0,0.0
2011-03,8542,us_census_port_observed,high,2811,Port,CA,389092,583638.0
2011-03,8542,us_census_port_observed,high,2834,Port,CA,0,0.0
2011-03,8542,us_census_port_observed,high,2904,Port,XX,0,0.0
2011-03,8542,us_census_port_observed,high,2910,Port,XX,7727,11590.5
2011-03,8542,us_census_port_observed,high,3001,Port,IL,54204,81306.0
2011-03,8542,us_census_port_observed,high,3002,Port,IL,476804,715206.0
2011-03,8542,us_census_port_observed,high,3004,Port,IL,0,0.0
2011-03,8542,us_census_port_observed,high,3029,Port,IL,26926375,40389562.5
2011-03,8542,us_census_port_observed,high,3126,Port,XX,213006759,319510138.5
2011-03,8542,us_census_port_observed,high,3205,Port,XX,2433312,3649968.0
2011-03,8542,us_census_port_observed,high,3307,Port,XX,1129844,1694766.0
2011-03,8542,us_census_port_observed,high,3401,Port,XX,12745,19117.5
2011-03,8542,us_census_port_observed,high,3403,Port,XX,0,0.0
2011-03,8542,us_census_port_observed,high,3501,Port,XX,105890,158835.0
2011-03,8542,us_census_port_observed,high,3502,Port,XX,0,0.0
2011-03,8542,us_census_port_observed,high,3801,Port,XX,307959,461938.5
2011-03,8542,us_census_port_observed,high,3802,Port,XX,132231,198346.5
2011-03,8542,us_census_port_observed,high,3807,Port,XX,961280,1441920.0
2011-03,8542,us_census_port_observed,high,3901,Port,XX,15781594,23672391.0
2011-03,8542,us_census_port_observed,high,3902,Port,XX,0,0.0
2011-03,8542,us_census_port_observed,high,4101,Port,XX,18701861,28052791.5
2011-03,8542,us_census_port_observed,high,4102,Port,XX,136742,205113.0
2011-03,8542,us_census_port_observed,high,4103,Port,XX,0,0.0
2011-03,8542,us_census_port_observed,high,4106,Port,XX,2356,3534.0
2011-03,8542,us_census_port_observed,high,4110,Port,XX,2973,4459.5
2011-03,8542,us_census_port_observed,high,4115,Port,XX,142465,213697.5
2011-03,8542,us_census_port_observed,high,4581,Port,XX,9499,14248.5
2011-03,8542,us_census_port_observed,high,5201,Port,XX,0,0.0
2011-03,8542,us_census_port_observed,high,5203,Port,XX,10919,16378.5
2011-03,8542,us_census_port_observed,high,5206,Port,XX,211214994,316822491.0
2011-03,8542,us_census_port_observed,high,5301,Port,TX,99169,148753.5
2011-03,8542,us_census_port_observed,high,5309,Port,TX,231112786,346669179.0
2011-03,8542,us_census_port_observed,high,5401,Port,XX,7959092,11938638.0
2011-03,8542,us_census_port_observed,high,5501,Port,XX,12173352,18260028.0
2011-03,8542,us_census_port_observed,high,5506,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,-,Port,XX,1238506544,1857759816.0
2011-04,8542,us_census_port_observed,high,0209,Port,XX,14576,21864.0
2011-04,8542,us_census_port_observed,high,0211,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,0212,Port,XX,21306531,31959796.5
2011-04,8542,us_census_port_observed,high,0401,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,0417,Port,XX,13504,20256.0
2011-04,8542,us_census_port_observed,high,0701,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,0708,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,0712,Port,XX,268515,402772.5
2011-04,8542,us_census_port_observed,high,0901,Port,XX,240585,360877.5
2011-04,8542,us_census_port_observed,high,1001,Port,NY,40964,61446.0
2011-04,8542,us_census_port_observed,high,1003,Port,NY,2693554,4040331.0
2011-04,8542,us_census_port_observed,high,1012,Port,NY,33296314,49944471.0
2011-04,8542,us_census_port_observed,high,1101,Port,NY,3763090,5644635.0
2011-04,8542,us_census_port_observed,high,1108,Port,NY,55985,83977.5
2011-04,8542,us_census_port_observed,high,1109,Port,NY,6916,10374.0
2011-04,8542,us_census_port_observed,high,1303,Port,XX,12026,18039.0
2011-04,8542,us_census_port_observed,high,1401,Port,XX,75765,113647.5
2011-04,8542,us_census_port_observed,high,1512,Port,XX,30596,45894.0
2011-04,8542,us_census_port_observed,high,1601,Port,XX,76313,114469.5
2011-04,8542,us_census_port_observed,high,1703,Port,XX,6521,9781.5
2011-04,8542,us_census_port_observed,high,1704,Port,XX,2773374,4160061.0
2011-04,8542,us_census_port_observed,high,1801,Port,XX,26884,40326.0
2011-04,8542,us_census_port_observed,high,1808,Port,XX,351980,527970.0
2011-04,8542,us_census_port_observed,high,1910,Port,XX,5222,7833.0
2011-04,8542,us_census_port_observed,high,2002,Port,XX,256029033,384043549.5
2011-04,8542,us_census_port_observed,high,2006,Port,XX,483482,725223.0
2011-04,8542,us_census_port_observed,high,2301,Port,XX,17047,25570.5
2011-04,8542,us_census_port_observed,high,2304,Port,XX,5285851,7928776.5
2011-04,8542,us_census_port_observed,high,2305,Port,XX,228609,342913.5
2011-04,8542,us_census_port_observed,high,2402,Port,XX,2715242,4072863.0
2011-04,8542,us_census_port_observed,high,2408,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,2501,Port,XX,19416,29124.0
2011-04,8542,us_census_port_observed,high,2505,Port,XX,13489,20233.5
2011-04,8542,us_census_port_observed,high,2506,Port,XX,485103,727654.5
2011-04,8542,us_census_port_observed,high,2507,Port,XX,39910,59865.0
2011-04,8542,us_census_port_observed,high,2601,Port,XX,6295,9442.5
2011-04,8542,us_census_port_observed,high,2604,Port,XX,33026,49539.0
2011-04,8542,us_census_port_observed,high,2605,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,2704,Port,CA,2404696,3607044.0
2011-04,8542,us_census_port_observed,high,2709,Port,CA,162132,243198.0
2011-04,8542,us_census_port_observed,high,2720,Port,CA,78552756,117829134.0
2011-04,8542,us_census_port_observed,high,2801,Port,CA,85978858,128968287.0
2011-04,8542,us_census_port_observed,high,2809,Port,CA,5637,8455.5
2011-04,8542,us_census_port_observed,high,2811,Port,CA,259582,389373.0
2011-04,8542,us_census_port_observed,high,2834,Port,CA,0,0.0
2011-04,8542,us_census_port_observed,high,2904,Port,XX,51789,77683.5
2011-04,8542,us_census_port_observed,high,2910,Port,XX,2345,3517.5
2011-04,8542,us_census_port_observed,high,3001,Port,IL,0,0.0
2011-04,8542,us_census_port_observed,high,3002,Port,IL,277046,415569.0
2011-04,8542,us_census_port_observed,high,3004,Port,IL,31652,47478.0
2011-04,8542,us_census_port_observed,high,3029,Port,IL,385426,578139.0
2011-04,8542,us_census_port_observed,high,3126,Port,XX,183832522,275748783.0
2011-04,8542,us_census_port_observed,high,3205,Port,XX,2920979,4381468.5
2011-04,8542,us_census_port_observed,high,3307,Port,XX,1295793,1943689.5
2011-04,8542,us_census_port_observed,high,3310,Port,XX,216602,324903.0
2011-04,8542,us_census_port_observed,high,3401,Port,XX,14454,21681.0
2011-04,8542,us_census_port_observed,high,3403,Port,XX,2407,3610.5
2011-04,8542,us_census_port_observed,high,3501,Port,XX,265852,398778.0
2011-04,8542,us_census_port_observed,high,3502,Port,XX,11142,16713.0
2011-04,8542,us_census_port_observed,high,3801,Port,XX,446865,670297.5
2011-04,8542,us_census_port_observed,high,3802,Port,XX,206668,310002.0
2011-04,8542,us_census_port_observed,high,3807,Port,XX,687383,1031074.5
2011-04,8542,us_census_port_observed,high,3901,Port,XX,17456671,26185006.5
2011-04,8542,us_census_port_observed,high,3902,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,4101,Port,XX,23253668,34880502.0
2011-04,8542,us_census_port_observed,high,4102,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,4103,Port,XX,5745,8617.5
2011-04,8542,us_census_port_observed,high,4105,Port,XX,2380,3570.0
2011-04,8542,us_census_port_observed,high,4106,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,4110,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,4115,Port,XX,40350,60525.0
2011-04,8542,us_census_port_observed,high,4581,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,5201,Port,XX,16180,24270.0
2011-04,8542,us_census_port_observed,high,5203,Port,XX,0,0.0
2011-04,8542,us_census_port_observed,high,5206,Port,XX,197034173,295551259.5
2011-04,8542,us_census_port_observed,high,5301,Port,TX,68345,102517.5
2011-04,8542,us_census_port_observed,high,5309,Port,TX,274247808,411371712.0
2011-04,8542,us_census_port_observed,high,5401,Port,XX,21216662,31824993.0
2011-04,8542,us_census_port_observed,high,5501,Port,XX,16731458,25097187.0
2011-04,8542,us_census_port_observed,high,5506,Port,XX,4800,7200.0
2011-05,8542,us_census_port_observed,high,-,Port,XX,1154322700,1731484050.0
2011-05,8542,us_census_port_observed,high,0209,Port,XX,32551,48826.5
2011-05,8542,us_census_port_observed,high,0211,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,0212,Port,XX,30335797,45503695.5
2011-05,8542,us_census_port_observed,high,0401,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,0417,Port,XX,380042,570063.0
2011-05,8542,us_census_port_observed,high,0701,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,0708,Port,XX,5361,8041.5
2011-05,8542,us_census_port_observed,high,0712,Port,XX,162986,244479.0
2011-05,8542,us_census_port_observed,high,0901,Port,XX,262074,393111.0
2011-05,8542,us_census_port_observed,high,1001,Port,NY,0,0.0
2011-05,8542,us_census_port_observed,high,1003,Port,NY,1905564,2858346.0
2011-05,8542,us_census_port_observed,high,1012,Port,NY,27843156,41764734.0
2011-05,8542,us_census_port_observed,high,1101,Port,NY,3536655,5304982.5
2011-05,8542,us_census_port_observed,high,1108,Port,NY,15571,23356.5
2011-05,8542,us_census_port_observed,high,1109,Port,NY,2707,4060.5
2011-05,8542,us_census_port_observed,high,1303,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,1401,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,1512,Port,XX,11242,16863.0
2011-05,8542,us_census_port_observed,high,1601,Port,XX,73548,110322.0
2011-05,8542,us_census_port_observed,high,1703,Port,XX,6741,10111.5
2011-05,8542,us_census_port_observed,high,1704,Port,XX,4204967,6307450.5
2011-05,8542,us_census_port_observed,high,1801,Port,XX,99732,149598.0
2011-05,8542,us_census_port_observed,high,1808,Port,XX,286200,429300.0
2011-05,8542,us_census_port_observed,high,1910,Port,XX,22597,33895.5
2011-05,8542,us_census_port_observed,high,2002,Port,XX,177479743,266219614.5
2011-05,8542,us_census_port_observed,high,2006,Port,XX,757269,1135903.5
2011-05,8542,us_census_port_observed,high,2007,Port,XX,9992,14988.0
2011-05,8542,us_census_port_observed,high,2301,Port,XX,19448,29172.0
2011-05,8542,us_census_port_observed,high,2304,Port,XX,5114653,7671979.5
2011-05,8542,us_census_port_observed,high,2305,Port,XX,102716,154074.0
2011-05,8542,us_census_port_observed,high,2402,Port,XX,2868275,4302412.5
2011-05,8542,us_census_port_observed,high,2408,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,2501,Port,XX,33095,49642.5
2011-05,8542,us_census_port_observed,high,2505,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,2506,Port,XX,119259,178888.5
2011-05,8542,us_census_port_observed,high,2507,Port,XX,10437,15655.5
2011-05,8542,us_census_port_observed,high,2601,Port,XX,20913,31369.5
2011-05,8542,us_census_port_observed,high,2604,Port,XX,175993,263989.5
2011-05,8542,us_census_port_observed,high,2605,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,2704,Port,CA,2073154,3109731.0
2011-05,8542,us_census_port_observed,high,2709,Port,CA,167689,251533.5
2011-05,8542,us_census_port_observed,high,2720,Port,CA,86253502,129380253.0
2011-05,8542,us_census_port_observed,high,2801,Port,CA,70445045,105667567.5
2011-05,8542,us_census_port_observed,high,2809,Port,CA,0,0.0
2011-05,8542,us_census_port_observed,high,2811,Port,CA,29486,44229.0
2011-05,8542,us_census_port_observed,high,2834,Port,CA,0,0.0
2011-05,8542,us_census_port_observed,high,2904,Port,XX,93586,140379.0
2011-05,8542,us_census_port_observed,high,2910,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,3001,Port,IL,138788,208182.0
2011-05,8542,us_census_port_observed,high,3002,Port,IL,324896,487344.0
2011-05,8542,us_census_port_observed,high,3004,Port,IL,22496,33744.0
2011-05,8542,us_census_port_observed,high,3029,Port,IL,264710,397065.0
2011-05,8542,us_census_port_observed,high,3126,Port,XX,201905985,302858977.5
2011-05,8542,us_census_port_observed,high,3205,Port,XX,6369056,9553584.0
2011-05,8542,us_census_port_observed,high,3307,Port,XX,359284,538926.0
2011-05,8542,us_census_port_observed,high,3310,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,3401,Port,XX,11054,16581.0
2011-05,8542,us_census_port_observed,high,3403,Port,XX,2759,4138.5
2011-05,8542,us_census_port_observed,high,3501,Port,XX,177068,265602.0
2011-05,8542,us_census_port_observed,high,3502,Port,XX,6255,9382.5
2011-05,8542,us_census_port_observed,high,3801,Port,XX,261419,392128.5
2011-05,8542,us_census_port_observed,high,3802,Port,XX,529546,794319.0
2011-05,8542,us_census_port_observed,high,3807,Port,XX,613387,920080.5
2011-05,8542,us_census_port_observed,high,3901,Port,XX,9940646,14910969.0
2011-05,8542,us_census_port_observed,high,3902,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,4101,Port,XX,19046739,28570108.5
2011-05,8542,us_census_port_observed,high,4102,Port,XX,173679,260518.5
2011-05,8542,us_census_port_observed,high,4103,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,4105,Port,XX,8339,12508.5
2011-05,8542,us_census_port_observed,high,4106,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,4110,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,4115,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,4581,Port,XX,0,0.0
2011-05,8542,us_census_port_observed,high,5201,Port,XX,21952,32928.0
2011-05,8542,us_census_port_observed,high,5203,Port,XX,7815,11722.5
2011-05,8542,us_census_port_observed,high,5206,Port,XX,153363049,230044573.5
2011-05,8542,us_census_port_observed,high,5301,Port,TX,41020,61530.0
2011-05,8542,us_census_port_observed,high,5309,Port,TX,309551391,464327086.5
2011-05,8542,us_census_port_observed,high,5401,Port,XX,16604132,24906198.0
2011-05,8542,us_census_port_observed,high,5501,Port,XX,19609509,29414263.5
2011-05,8542,us_census_port_observed,high,5506,Port,XX,5980,8970.0
2011-06,8542,us_census_port_observed,high,-,Port,XX,1276951102,1915426653.0
2011-06,8542,us_census_port_observed,high,0131,Port,XX,2899,4348.5
2011-06,8542,us_census_port_observed,high,0209,Port,XX,21743,32614.5
2011-06,8542,us_census_port_observed,high,0211,Port,XX,13528,20292.0
2011-06,8542,us_census_port_observed,high,0212,Port,XX,49281050,73921575.0
2011-06,8542,us_census_port_observed,high,0401,Port,XX,94338,141507.0
2011-06,8542,us_census_port_observed,high,0417,Port,XX,37800,56700.0
2011-06,8542,us_census_port_observed,high,0701,Port,XX,4920,7380.0
2011-06,8542,us_census_port_observed,high,0708,Port,XX,5761,8641.5
2011-06,8542,us_census_port_observed,high,0712,Port,XX,330496,495744.0
