month,hs_code,source,confidence,node_id,node_type,state,handling_capacity,storage_capacity
2015-06,8542,us_census_port_observed,high,1903,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,1910,Port,XX,60759,91138.5
2015-06,8542,us_census_port_observed,high,2002,Port,XX,115067181,172600771.5
2015-06,8542,us_census_port_observed,high,2006,Port,XX,232564,348846.0
2015-06,8542,us_census_port_observed,high,2301,Port,XX,40733,61099.5
2015-06,8542,us_census_port_observed,high,2302,Port,XX,2310,3465.0
2015-06,8542,us_census_port_observed,high,2304,Port,XX,2892562,4338843.0
2015-06,8542,us_census_port_observed,high,2305,Port,XX,571341,857011.5
2015-06,8542,us_census_port_observed,high,2402,Port,XX,3631441,5447161.5
2015-06,8542,us_census_port_observed,high,2501,Port,XX,1169803,1754704.5
2015-06,8542,us_census_port_observed,high,2506,Port,XX,228993,343489.5
2015-06,8542,us_census_port_observed,high,2507,Port,XX,144892,217338.0
2015-06,8542,us_census_port_observed,high,2601,Port,XX,2366,3549.0
2015-06,8542,us_census_port_observed,high,2604,Port,XX,134264,201396.0
2015-06,8542,us_census_port_observed,high,2605,Port,XX,98428,147642.0
2015-06,8542,us_census_port_observed,high,2704,Port,CA,9722785,14584177.5
2015-06,8542,us_census_port_observed,high,2709,Port,CA,134514,201771.0
2015-06,8542,us_census_port_observed,high,2720,Port,CA,143247029,214870543.5
2015-06,8542,us_census_port_observed,high,2722,Port,CA,31455,47182.5
2015-06,8542,us_census_port_observed,high,2801,Port,CA,127864174,191796261.0
2015-06,8542,us_census_port_observed,high,2809,Port,CA,0,0.0
2015-06,8542,us_census_port_observed,high,2811,Port,CA,313359,470038.5
2015-06,8542,us_census_port_observed,high,2834,Port,CA,5619064,8428596.0
2015-06,8542,us_census_port_observed,high,2904,Port,XX,300000,450000.0
2015-06,8542,us_census_port_observed,high,2910,Port,XX,86317,129475.5
2015-06,8542,us_census_port_observed,high,3001,Port,IL,0,0.0
2015-06,8542,us_census_port_observed,high,3002,Port,IL,3832635,5748952.5
2015-06,8542,us_census_port_observed,high,3004,Port,IL,35589,53383.5
2015-06,8542,us_census_port_observed,high,3027,Port,IL,0,0.0
2015-06,8542,us_census_port_observed,high,3029,Port,IL,24356358,36534537.0
2015-06,8542,us_census_port_observed,high,3126,Port,XX,624016249,936024373.5
2015-06,8542,us_census_port_observed,high,3201,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,3205,Port,XX,12453004,18679506.0
2015-06,8542,us_census_port_observed,high,3307,Port,XX,5127184,7690776.0
2015-06,8542,us_census_port_observed,high,3310,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,3401,Port,XX,22641,33961.5
2015-06,8542,us_census_port_observed,high,3403,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,3501,Port,XX,51840,77760.0
2015-06,8542,us_census_port_observed,high,3502,Port,XX,6503,9754.5
2015-06,8542,us_census_port_observed,high,3512,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,3801,Port,XX,242355,363532.5
2015-06,8542,us_census_port_observed,high,3802,Port,XX,97015,145522.5
2015-06,8542,us_census_port_observed,high,3807,Port,XX,653713,980569.5
2015-06,8542,us_census_port_observed,high,3881,Port,XX,21648,32472.0
2015-06,8542,us_census_port_observed,high,3901,Port,XX,13909719,20864578.5
2015-06,8542,us_census_port_observed,high,3902,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,4101,Port,XX,285414019,428121028.5
2015-06,8542,us_census_port_observed,high,4102,Port,XX,465166,697749.0
2015-06,8542,us_census_port_observed,high,4103,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,4110,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,4115,Port,XX,20607,30910.5
2015-06,8542,us_census_port_observed,high,4913,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,5201,Port,XX,5527,8290.5
2015-06,8542,us_census_port_observed,high,5203,Port,XX,121384,182076.0
2015-06,8542,us_census_port_observed,high,5204,Port,XX,0,0.0
2015-06,8542,us_census_port_observed,high,5206,Port,XX,6772705,10159057.5
2015-06,8542,us_census_port_observed,high,5301,Port,TX,119254,178881.0
2015-06,8542,us_census_port_observed,high,5309,Port,TX,774973,1162459.5
2015-06,8542,us_census_port_observed,high,5310,Port,TX,6594,9891.0
2015-06,8542,us_census_port_observed,high,5312,Port,TX,0,0.0
2015-06,8542,us_census_port_observed,high,5401,Port,XX,385843,578764.5
2015-06,8542,us_census_port_observed,high,5501,Port,XX,8516633,12774949.5
2015-06,8542,us_census_port_observed,high,5506,Port,XX,85816,128724.0
2015-07,8542,us_census_port_observed,high,-,Port,XX,1655386620,2483079930.0
2015-07,8542,us_census_port_observed,high,0209,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,0212,Port,XX,41620746,62431119.0
2015-07,8542,us_census_port_observed,high,0401,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,0417,Port,XX,634653,951979.5
2015-07,8542,us_census_port_observed,high,0701,Port,XX,30086,45129.0
2015-07,8542,us_census_port_observed,high,0708,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,0712,Port,XX,101554,152331.0
2015-07,8542,us_census_port_observed,high,0901,Port,XX,111010,166515.0
2015-07,8542,us_census_port_observed,high,1001,Port,NY,3083,4624.5
2015-07,8542,us_census_port_observed,high,1003,Port,NY,4380778,6571167.0
2015-07,8542,us_census_port_observed,high,1004,Port,NY,0,0.0
2015-07,8542,us_census_port_observed,high,1012,Port,NY,8735286,13102929.0
2015-07,8542,us_census_port_observed,high,1101,Port,NY,2795983,4193974.5
2015-07,8542,us_census_port_observed,high,1102,Port,NY,0,0.0
2015-07,8542,us_census_port_observed,high,1108,Port,NY,3317086,4975629.0
2015-07,8542,us_census_port_observed,high,1303,Port,XX,8576,12864.0
2015-07,8542,us_census_port_observed,high,1305,Port,XX,40095,60142.5
2015-07,8542,us_census_port_observed,high,1401,Port,XX,55785,83677.5
2015-07,8542,us_census_port_observed,high,1501,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,1512,Port,XX,189077,283615.5
2015-07,8542,us_census_port_observed,high,1601,Port,XX,275287,412930.5
2015-07,8542,us_census_port_observed,high,1603,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,1703,Port,XX,47021,70531.5
2015-07,8542,us_census_port_observed,high,1704,Port,XX,3305045,4957567.5
2015-07,8542,us_census_port_observed,high,1801,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,1808,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,1809,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,1816,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,1901,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,1903,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,1910,Port,XX,71620,107430.0
2015-07,8542,us_census_port_observed,high,2002,Port,XX,124991592,187487388.0
2015-07,8542,us_census_port_observed,high,2006,Port,XX,2508,3762.0
2015-07,8542,us_census_port_observed,high,2301,Port,XX,30354,45531.0
2015-07,8542,us_census_port_observed,high,2302,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,2304,Port,XX,2115368,3173052.0
2015-07,8542,us_census_port_observed,high,2305,Port,XX,334222,501333.0
2015-07,8542,us_census_port_observed,high,2402,Port,XX,6128629,9192943.5
2015-07,8542,us_census_port_observed,high,2408,Port,XX,13491,20236.5
2015-07,8542,us_census_port_observed,high,2501,Port,XX,1753395,2630092.5
2015-07,8542,us_census_port_observed,high,2506,Port,XX,177204,265806.0
2015-07,8542,us_census_port_observed,high,2507,Port,XX,135908,203862.0
2015-07,8542,us_census_port_observed,high,2601,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,2604,Port,XX,82484,123726.0
2015-07,8542,us_census_port_observed,high,2605,Port,XX,107200,160800.0
2015-07,8542,us_census_port_observed,high,2704,Port,CA,9700653,14550979.5
2015-07,8542,us_census_port_observed,high,2709,Port,CA,461748,692622.0
2015-07,8542,us_census_port_observed,high,2720,Port,CA,214071052,321106578.0
2015-07,8542,us_census_port_observed,high,2722,Port,CA,0,0.0
2015-07,8542,us_census_port_observed,high,2801,Port,CA,151690692,227536038.0
2015-07,8542,us_census_port_observed,high,2803,Port,CA,14429,21643.5
2015-07,8542,us_census_port_observed,high,2809,Port,CA,0,0.0
2015-07,8542,us_census_port_observed,high,2811,Port,CA,117755,176632.5
2015-07,8542,us_census_port_observed,high,2834,Port,CA,6353530,9530295.0
2015-07,8542,us_census_port_observed,high,2904,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,2910,Port,XX,74606,111909.0
2015-07,8542,us_census_port_observed,high,3001,Port,IL,2327,3490.5
2015-07,8542,us_census_port_observed,high,3002,Port,IL,5877294,8815941.0
2015-07,8542,us_census_port_observed,high,3004,Port,IL,248636,372954.0
2015-07,8542,us_census_port_observed,high,3022,Port,IL,8098,12147.0
2015-07,8542,us_census_port_observed,high,3027,Port,IL,0,0.0
2015-07,8542,us_census_port_observed,high,3029,Port,IL,67166037,100749055.5
2015-07,8542,us_census_port_observed,high,3126,Port,XX,654551879,981827818.5
2015-07,8542,us_census_port_observed,high,3201,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,3205,Port,XX,15529785,23294677.5
2015-07,8542,us_census_port_observed,high,3307,Port,XX,7787932,11681898.0
2015-07,8542,us_census_port_observed,high,3310,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,3401,Port,XX,12086,18129.0
2015-07,8542,us_census_port_observed,high,3403,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,3501,Port,XX,202361,303541.5
2015-07,8542,us_census_port_observed,high,3502,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,3512,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,3513,Port,XX,195945,293917.5
2015-07,8542,us_census_port_observed,high,3801,Port,XX,286416,429624.0
2015-07,8542,us_census_port_observed,high,3802,Port,XX,270965,406447.5
2015-07,8542,us_census_port_observed,high,3807,Port,XX,2006664,3009996.0
2015-07,8542,us_census_port_observed,high,3881,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,3901,Port,XX,19485091,29227636.5
2015-07,8542,us_census_port_observed,high,3902,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,4101,Port,XX,284071352,426107028.0
2015-07,8542,us_census_port_observed,high,4102,Port,XX,735901,1103851.5
2015-07,8542,us_census_port_observed,high,4103,Port,XX,2747,4120.5
2015-07,8542,us_census_port_observed,high,4110,Port,XX,9466,14199.0
2015-07,8542,us_census_port_observed,high,4115,Port,XX,148588,222882.0
2015-07,8542,us_census_port_observed,high,4913,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,5201,Port,XX,59926,89889.0
2015-07,8542,us_census_port_observed,high,5203,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,5204,Port,XX,0,0.0
2015-07,8542,us_census_port_observed,high,5206,Port,XX,2839752,4259628.0
2015-07,8542,us_census_port_observed,high,5301,Port,TX,135232,202848.0
2015-07,8542,us_census_port_observed,high,5309,Port,TX,1709208,2563812.0
2015-07,8542,us_census_port_observed,high,5310,Port,TX,0,0.0
2015-07,8542,us_census_port_observed,high,5312,Port,TX,0,0.0
2015-07,8542,us_census_port_observed,high,5401,Port,XX,714937,1072405.5
2015-07,8542,us_census_port_observed,high,5501,Port,XX,7248404,10872606.0
2015-07,8542,us_census_port_observed,high,5506,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,-,Port,XX,1548196200,2322294300.0
2015-08,8542,us_census_port_observed,high,0209,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,0212,Port,XX,46621696,69932544.0
2015-08,8542,us_census_port_observed,high,0401,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,0417,Port,XX,957621,1436431.5
2015-08,8542,us_census_port_observed,high,0701,Port,XX,7056,10584.0
2015-08,8542,us_census_port_observed,high,0708,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,0712,Port,XX,42499,63748.5
2015-08,8542,us_census_port_observed,high,0901,Port,XX,85821,128731.5
2015-08,8542,us_census_port_observed,high,1001,Port,NY,10461,15691.5
2015-08,8542,us_census_port_observed,high,1003,Port,NY,4265746,6398619.0
2015-08,8542,us_census_port_observed,high,1004,Port,NY,0,0.0
2015-08,8542,us_census_port_observed,high,1012,Port,NY,4494290,6741435.0
2015-08,8542,us_census_port_observed,high,1101,Port,NY,1875142,2812713.0
2015-08,8542,us_census_port_observed,high,1102,Port,NY,0,0.0
2015-08,8542,us_census_port_observed,high,1108,Port,NY,235519,353278.5
2015-08,8542,us_census_port_observed,high,1303,Port,XX,37346,56019.0
2015-08,8542,us_census_port_observed,high,1305,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,1401,Port,XX,6466,9699.0
2015-08,8542,us_census_port_observed,high,1501,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,1512,Port,XX,220126,330189.0
2015-08,8542,us_census_port_observed,high,1601,Port,XX,48877,73315.5
2015-08,8542,us_census_port_observed,high,1603,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,1703,Port,XX,26934,40401.0
2015-08,8542,us_census_port_observed,high,1704,Port,XX,5668695,8503042.5
2015-08,8542,us_census_port_observed,high,1801,Port,XX,18180,27270.0
2015-08,8542,us_census_port_observed,high,1808,Port,XX,7186,10779.0
2015-08,8542,us_census_port_observed,high,1809,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,1816,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,1901,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,1903,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,1910,Port,XX,11159,16738.5
2015-08,8542,us_census_port_observed,high,2002,Port,XX,139756694,209635041.0
2015-08,8542,us_census_port_observed,high,2006,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,2301,Port,XX,47076,70614.0
2015-08,8542,us_census_port_observed,high,2302,Port,XX,33552,50328.0
2015-08,8542,us_census_port_observed,high,2304,Port,XX,1341010,2011515.0
2015-08,8542,us_census_port_observed,high,2305,Port,XX,173365,260047.5
2015-08,8542,us_census_port_observed,high,2402,Port,XX,3751807,5627710.5
2015-08,8542,us_census_port_observed,high,2408,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,2501,Port,XX,2183619,3275428.5
2015-08,8542,us_census_port_observed,high,2506,Port,XX,191747,287620.5
2015-08,8542,us_census_port_observed,high,2507,Port,XX,18651,27976.5
2015-08,8542,us_census_port_observed,high,2601,Port,XX,4630,6945.0
2015-08,8542,us_census_port_observed,high,2604,Port,XX,77926,116889.0
2015-08,8542,us_census_port_observed,high,2605,Port,XX,301000,451500.0
2015-08,8542,us_census_port_observed,high,2704,Port,CA,12564065,18846097.5
2015-08,8542,us_census_port_observed,high,2709,Port,CA,489595,734392.5
2015-08,8542,us_census_port_observed,high,2720,Port,CA,145457983,218186974.5
2015-08,8542,us_census_port_observed,high,2722,Port,CA,0,0.0
2015-08,8542,us_census_port_observed,high,2801,Port,CA,128849898,193274847.0
2015-08,8542,us_census_port_observed,high,2803,Port,CA,0,0.0
2015-08,8542,us_census_port_observed,high,2809,Port,CA,0,0.0
2015-08,8542,us_census_port_observed,high,2811,Port,CA,38925,58387.5
2015-08,8542,us_census_port_observed,high,2834,Port,CA,3977320,5965980.0
2015-08,8542,us_census_port_observed,high,2904,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,2910,Port,XX,956119,1434178.5
2015-08,8542,us_census_port_observed,high,3001,Port,IL,0,0.0
2015-08,8542,us_census_port_observed,high,3002,Port,IL,8852451,13278676.5
2015-08,8542,us_census_port_observed,high,3004,Port,IL,217048,325572.0
2015-08,8542,us_census_port_observed,high,3022,Port,IL,0,0.0
2015-08,8542,us_census_port_observed,high,3027,Port,IL,0,0.0
2015-08,8542,us_census_port_observed,high,3029,Port,IL,76828078,115242117.0
2015-08,8542,us_census_port_observed,high,3126,Port,XX,634448278,951672417.0
2015-08,8542,us_census_port_observed,high,3201,Port,XX,305158,457737.0
2015-08,8542,us_census_port_observed,high,3205,Port,XX,12062696,18094044.0
2015-08,8542,us_census_port_observed,high,3307,Port,XX,2869535,4304302.5
2015-08,8542,us_census_port_observed,high,3310,Port,XX,80333,120499.5
2015-08,8542,us_census_port_observed,high,3401,Port,XX,16662,24993.0
2015-08,8542,us_census_port_observed,high,3403,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,3501,Port,XX,104367,156550.5
2015-08,8542,us_census_port_observed,high,3502,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,3512,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,3513,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,3801,Port,XX,495805,743707.5
2015-08,8542,us_census_port_observed,high,3802,Port,XX,176192,264288.0
2015-08,8542,us_census_port_observed,high,3807,Port,XX,3305393,4958089.5
2015-08,8542,us_census_port_observed,high,3881,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,3901,Port,XX,15563485,23345227.5
2015-08,8542,us_census_port_observed,high,3902,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,4101,Port,XX,270148728,405223092.0
2015-08,8542,us_census_port_observed,high,4102,Port,XX,218537,327805.5
2015-08,8542,us_census_port_observed,high,4103,Port,XX,368700,553050.0
2015-08,8542,us_census_port_observed,high,4110,Port,XX,6644,9966.0
2015-08,8542,us_census_port_observed,high,4115,Port,XX,73909,110863.5
2015-08,8542,us_census_port_observed,high,4913,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,5201,Port,XX,8138,12207.0
2015-08,8542,us_census_port_observed,high,5203,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,5204,Port,XX,0,0.0
2015-08,8542,us_census_port_observed,high,5206,Port,XX,3540147,5310220.5
2015-08,8542,us_census_port_observed,high,5301,Port,TX,132516,198774.0
2015-08,8542,us_census_port_observed,high,5309,Port,TX,2465184,3697776.0
2015-08,8542,us_census_port_observed,high,5310,Port,TX,0,0.0
2015-08,8542,us_census_port_observed,high,5312,Port,TX,0,0.0
2015-08,8542,us_census_port_observed,high,5401,Port,XX,3848101,5772151.5
2015-08,8542,us_census_port_observed,high,5501,Port,XX,7033385,10550077.5
2015-08,8542,us_census_port_observed,high,5506,Port,XX,170928,256392.0
2015-09,8542,us_census_port_observed,high,-,Port,XX,1588236812,2382355218.0
2015-09,8542,us_census_port_observed,high,0106,Port,XX,18958,28437.0
2015-09,8542,us_census_port_observed,high,0209,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,0212,Port,XX,50829788,76244682.0
2015-09,8542,us_census_port_observed,high,0401,Port,XX,25992,38988.0
2015-09,8542,us_census_port_observed,high,0417,Port,XX,653442,980163.0
2015-09,8542,us_census_port_observed,high,0701,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,0708,Port,XX,3630,5445.0
2015-09,8542,us_census_port_observed,high,0712,Port,XX,68747,103120.5
2015-09,8542,us_census_port_observed,high,0901,Port,XX,78478,117717.0
2015-09,8542,us_census_port_observed,high,1001,Port,NY,34857,52285.5
2015-09,8542,us_census_port_observed,high,1003,Port,NY,6405717,9608575.5
2015-09,8542,us_census_port_observed,high,1004,Port,NY,0,0.0
2015-09,8542,us_census_port_observed,high,1012,Port,NY,24375178,36562767.0
2015-09,8542,us_census_port_observed,high,1101,Port,NY,1942489,2913733.5
2015-09,8542,us_census_port_observed,high,1102,Port,NY,0,0.0
2015-09,8542,us_census_port_observed,high,1108,Port,NY,911474,1367211.0
2015-09,8542,us_census_port_observed,high,1303,Port,XX,5305,7957.5
2015-09,8542,us_census_port_observed,high,1305,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,1401,Port,XX,39859,59788.5
2015-09,8542,us_census_port_observed,high,1501,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,1512,Port,XX,199800,299700.0
2015-09,8542,us_census_port_observed,high,1601,Port,XX,33181,49771.5
2015-09,8542,us_census_port_observed,high,1603,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,1703,Port,XX,20988,31482.0
2015-09,8542,us_census_port_observed,high,1704,Port,XX,2073121,3109681.5
2015-09,8542,us_census_port_observed,high,1801,Port,XX,37646,56469.0
2015-09,8542,us_census_port_observed,high,1808,Port,XX,16904,25356.0
2015-09,8542,us_census_port_observed,high,1809,Port,XX,3946,5919.0
2015-09,8542,us_census_port_observed,high,1816,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,1901,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,1903,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,1910,Port,XX,13751,20626.5
2015-09,8542,us_census_port_observed,high,2002,Port,XX,234908200,352362300.0
2015-09,8542,us_census_port_observed,high,2006,Port,XX,115296,172944.0
2015-09,8542,us_census_port_observed,high,2301,Port,XX,33406,50109.0
2015-09,8542,us_census_port_observed,high,2302,Port,XX,2809,4213.5
2015-09,8542,us_census_port_observed,high,2304,Port,XX,3263018,4894527.0
2015-09,8542,us_census_port_observed,high,2305,Port,XX,458924,688386.0
2015-09,8542,us_census_port_observed,high,2402,Port,XX,8696753,13045129.5
2015-09,8542,us_census_port_observed,high,2408,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,2501,Port,XX,1487549,2231323.5
2015-09,8542,us_census_port_observed,high,2506,Port,XX,562236,843354.0
2015-09,8542,us_census_port_observed,high,2507,Port,XX,5616,8424.0
2015-09,8542,us_census_port_observed,high,2601,Port,XX,2948,4422.0
2015-09,8542,us_census_port_observed,high,2604,Port,XX,96072,144108.0
2015-09,8542,us_census_port_observed,high,2605,Port,XX,97837,146755.5
2015-09,8542,us_census_port_observed,high,2704,Port,CA,9282100,13923150.0
2015-09,8542,us_census_port_observed,high,2709,Port,CA,276457,414685.5
2015-09,8542,us_census_port_observed,high,2720,Port,CA,175879870,263819805.0
2015-09,8542,us_census_port_observed,high,2722,Port,CA,0,0.0
2015-09,8542,us_census_port_observed,high,2801,Port,CA,101087460,151631190.0
2015-09,8542,us_census_port_observed,high,2803,Port,CA,0,0.0
2015-09,8542,us_census_port_observed,high,2809,Port,CA,0,0.0
2015-09,8542,us_census_port_observed,high,2811,Port,CA,256810,385215.0
2015-09,8542,us_census_port_observed,high,2834,Port,CA,5846707,8770060.5
2015-09,8542,us_census_port_observed,high,2904,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,2910,Port,XX,42233,63349.5
2015-09,8542,us_census_port_observed,high,3001,Port,IL,16341,24511.5
2015-09,8542,us_census_port_observed,high,3002,Port,IL,6466601,9699901.5
2015-09,8542,us_census_port_observed,high,3004,Port,IL,153969,230953.5
2015-09,8542,us_census_port_observed,high,3022,Port,IL,0,0.0
2015-09,8542,us_census_port_observed,high,3027,Port,IL,0,0.0
2015-09,8542,us_census_port_observed,high,3029,Port,IL,78801261,118201891.5
2015-09,8542,us_census_port_observed,high,3126,Port,XX,542735970,814103955.0
2015-09,8542,us_census_port_observed,high,3201,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,3205,Port,XX,13491529,20237293.5
2015-09,8542,us_census_port_observed,high,3302,Port,XX,13806,20709.0
2015-09,8542,us_census_port_observed,high,3303,Port,XX,12600,18900.0
2015-09,8542,us_census_port_observed,high,3307,Port,XX,8696939,13045408.5
2015-09,8542,us_census_port_observed,high,3310,Port,XX,38922,58383.0
2015-09,8542,us_census_port_observed,high,3401,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,3403,Port,XX,2500,3750.0
2015-09,8542,us_census_port_observed,high,3501,Port,XX,163415,245122.5
2015-09,8542,us_census_port_observed,high,3502,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,3512,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,3513,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,3801,Port,XX,290809,436213.5
2015-09,8542,us_census_port_observed,high,3802,Port,XX,113239,169858.5
2015-09,8542,us_census_port_observed,high,3807,Port,XX,1157398,1736097.0
2015-09,8542,us_census_port_observed,high,3881,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,3901,Port,XX,22618555,33927832.5
2015-09,8542,us_census_port_observed,high,3902,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,4101,Port,XX,267077268,400615902.0
2015-09,8542,us_census_port_observed,high,4102,Port,XX,892552,1338828.0
2015-09,8542,us_census_port_observed,high,4103,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,4110,Port,XX,19065,28597.5
2015-09,8542,us_census_port_observed,high,4115,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,4913,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,5201,Port,XX,67021,100531.5
2015-09,8542,us_census_port_observed,high,5203,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,5204,Port,XX,0,0.0
2015-09,8542,us_census_port_observed,high,5206,Port,XX,4603144,6904716.0
2015-09,8542,us_census_port_observed,high,5301,Port,TX,116269,174403.5
2015-09,8542,us_census_port_observed,high,5309,Port,TX,961362,1442043.0
2015-09,8542,us_census_port_observed,high,5310,Port,TX,0,0.0
2015-09,8542,us_census_port_observed,high,5312,Port,TX,0,0.0
2015-09,8542,us_census_port_observed,high,5401,Port,XX,741581,1112371.5
2015-09,8542,us_census_port_observed,high,5501,Port,XX,8582631,12873946.5
2015-09,8542,us_census_port_observed,high,5506,Port,XX,206513,309769.5
2015-10,8542,us_census_port_observed,high,-,Port,XX,1580472752,2370709128.0
2015-10,8542,us_census_port_observed,high,0106,Port,XX,0,0.0
2015-10,8542,us_census_port_observed,high,0209,Port,XX,0,0.0
2015-10,8542,us_census_port_observed,high,0212,Port,XX,41009883,61514824.5
2015-10,8542,us_census_port_observed,high,0401,Port,XX,0,0.0
2015-10,8542,us_census_port_observed,high,0417,Port,XX,643658,965487.0
2015-10,8542,us_census_port_observed,high,0701,Port,XX,0,0.0
2015-10,8542,us_census_port_observed,high,0708,Port,XX,2871,4306.5
2015-10,8542,us_census_port_observed,high,0712,Port,XX,62888,94332.0
2015-10,8542,us_census_port_observed,high,0901,Port,XX,120998,181497.0
2015-10,8542,us_census_port_observed,high,1001,Port,NY,6840,10260.0
2015-10,8542,us_census_port_observed,high,1003,Port,NY,4555420,6833130.0
2015-10,8542,us_census_port_observed,high,1004,Port,NY,0,0.0
2015-10,8542,us_census_port_observed,high,1012,Port,NY,8826418,13239627.0
2015-10,8542,us_census_port_observed,high,1101,Port,NY,1389193,2083789.5
2015-10,8542,us_census_port_observed,high,1102,Port,NY,0,0.0
2015-10,8542,us_census_port_observed,high,1108,Port,NY,130487,195730.5
2015-10,8542,us_census_port_observed,high,1303,Port,XX,33485,50227.5
2015-10,8542,us_census_port_observed,high,1305,Port,XX,0,0.0
2015-10,8542,us_census_port_observed,high,1401,Port,XX,6895,10342.5
2015-10,8542,us_census_port_observed,high,1501,Port,XX,0,0.0
2015-10,8542,us_census_port_observed,high,1512,Port,XX,394119,591178.5
2015-10,8542,us_census_port_observed,high,1601,Port,XX,162465,243697.5
2015-10,8542,us_census_port_observed,high,1603,Port,XX,0,0.0
2015-10,8542,us_census_port_observed,high,1703,Port,XX,61076,91614.0
2015-10,8542,us_census_port_observed,high,1704,Port,XX,1832053,2748079.5
2015-10,8542,us_census_port_observed,high,1801,Port,XX,16774,25161.0
2015-10,8542,us_census_port_observed,high,1808,Port,XX,29700,44550.0
2015-10,8542,us_census_port_observed,high,1809,Port,XX,0,0.0
2015-10,8542,us_census_port_observed,high,1816,Port,XX,0,0.0
2015-10,8542,us_census_port_observed,high,1901,Port,XX,0,0.0
