month,link_id,lane_direction,from_node,to_node,mode,source,confidence,faf_state,faf_zone,border_state_1,border_state_2,faf_country,faf_stfips,faf_county_name,capacity,unit_cost,transit_days,reliability
2022-01,1415691,BA,FAF_LINK_1415691_B,FAF_LINK_1415691_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,15.2276,0.17597848643253042,1,0.526085525678998
2022-01,1415691,BA,FAF_LINK_1415691_B,FAF_LINK_1415691_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.504331,0.17185578518869554,1,0.044429778677025356
2022-01,1415692,AB,FAF_LINK_1415692_A,FAF_LINK_1415692_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1415692,AB,FAF_LINK_1415692_A,FAF_LINK_1415692_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415692,BA,FAF_LINK_1415692_B,FAF_LINK_1415692_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1415692,BA,FAF_LINK_1415692_B,FAF_LINK_1415692_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415937,AB,FAF_LINK_1415937_A,FAF_LINK_1415937_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.16692,0.21287748945943166,1,0.9025357036509956
2022-01,1415937,AB,FAF_LINK_1415937_A,FAF_LINK_1415937_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415937,BA,FAF_LINK_1415937_B,FAF_LINK_1415937_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.41895,0.2506353289404137,1,0.9025357036509956
2022-01,1415937,BA,FAF_LINK_1415937_B,FAF_LINK_1415937_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415938,AB,FAF_LINK_1415938_A,FAF_LINK_1415938_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1415938,AB,FAF_LINK_1415938_A,FAF_LINK_1415938_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415938,BA,FAF_LINK_1415938_B,FAF_LINK_1415938_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1415938,BA,FAF_LINK_1415938_B,FAF_LINK_1415938_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415939,AB,FAF_LINK_1415939_A,FAF_LINK_1415939_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1415939,AB,FAF_LINK_1415939_A,FAF_LINK_1415939_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415939,BA,FAF_LINK_1415939_B,FAF_LINK_1415939_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1415939,BA,FAF_LINK_1415939_B,FAF_LINK_1415939_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415940,AB,FAF_LINK_1415940_A,FAF_LINK_1415940_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1415940,AB,FAF_LINK_1415940_A,FAF_LINK_1415940_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415940,BA,FAF_LINK_1415940_B,FAF_LINK_1415940_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1415940,BA,FAF_LINK_1415940_B,FAF_LINK_1415940_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415941,AB,FAF_LINK_1415941_A,FAF_LINK_1415941_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1415941,AB,FAF_LINK_1415941_A,FAF_LINK_1415941_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415941,BA,FAF_LINK_1415941_B,FAF_LINK_1415941_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1415941,BA,FAF_LINK_1415941_B,FAF_LINK_1415941_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415942,AB,FAF_LINK_1415942_A,FAF_LINK_1415942_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1415942,AB,FAF_LINK_1415942_A,FAF_LINK_1415942_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415942,BA,FAF_LINK_1415942_B,FAF_LINK_1415942_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1415942,BA,FAF_LINK_1415942_B,FAF_LINK_1415942_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415943,AB,FAF_LINK_1415943_A,FAF_LINK_1415943_B,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,MARTIN,1.75179,0.17932457657595946,1,0.46666178282441473
2022-01,1415943,AB,FAF_LINK_1415943_A,FAF_LINK_1415943_B,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,MARTIN,0.0062118,0.1630960430149071,1,0.06800789144662645
2022-01,1415943,BA,FAF_LINK_1415943_B,FAF_LINK_1415943_A,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,MARTIN,5.75596,0.17714855558412498,1,0.46666178282441473
2022-01,1415943,BA,FAF_LINK_1415943_B,FAF_LINK_1415943_A,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,MARTIN,0.176467,0.17642392061971926,1,0.06800789144662645
2022-01,1415944,AB,FAF_LINK_1415944_A,FAF_LINK_1415944_B,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,MARTIN,5.75596,0.17714855558412498,1,0.46666178282441473
2022-01,1415944,AB,FAF_LINK_1415944_A,FAF_LINK_1415944_B,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,MARTIN,0.176467,0.17642392061971926,1,0.06800789144662645
2022-01,1415944,BA,FAF_LINK_1415944_B,FAF_LINK_1415944_A,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,MARTIN,1.75179,0.17932457657595946,1,0.46666178282441473
2022-01,1415944,BA,FAF_LINK_1415944_B,FAF_LINK_1415944_A,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,MARTIN,0.0062118,0.1630960430149071,1,0.06800789144662645
2022-01,1415945,AB,FAF_LINK_1415945_A,FAF_LINK_1415945_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1415945,AB,FAF_LINK_1415945_A,FAF_LINK_1415945_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415945,BA,FAF_LINK_1415945_B,FAF_LINK_1415945_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1415945,BA,FAF_LINK_1415945_B,FAF_LINK_1415945_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415946,AB,FAF_LINK_1415946_A,FAF_LINK_1415946_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1415946,AB,FAF_LINK_1415946_A,FAF_LINK_1415946_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415946,BA,FAF_LINK_1415946_B,FAF_LINK_1415946_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1415946,BA,FAF_LINK_1415946_B,FAF_LINK_1415946_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,MINGO,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415949,AB,FAF_LINK_1415949_A,FAF_LINK_1415949_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.16692,0.21287748945943166,1,0.9025357036509956
2022-01,1415949,AB,FAF_LINK_1415949_A,FAF_LINK_1415949_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415949,BA,FAF_LINK_1415949_B,FAF_LINK_1415949_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.41895,0.2506353289404137,1,0.9025357036509956
2022-01,1415949,BA,FAF_LINK_1415949_B,FAF_LINK_1415949_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1415950,AB,FAF_LINK_1415950_A,FAF_LINK_1415950_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.16692,0.21287748945943166,1,0.9025357036509956
2022-01,1415950,AB,FAF_LINK_1415950_A,FAF_LINK_1415950_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1415950,BA,FAF_LINK_1415950_B,FAF_LINK_1415950_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.41895,0.2506353289404137,1,0.9025357036509956
2022-01,1415950,BA,FAF_LINK_1415950_B,FAF_LINK_1415950_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1416217,AB,FAF_LINK_1416217_A,FAF_LINK_1416217_B,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.0410713,0.19158804323213535,1,0.655463338224815
2022-01,1416217,AB,FAF_LINK_1416217_A,FAF_LINK_1416217_B,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,1.50348e-05,0.21678040279884003,1,0.0
2022-01,1416217,BA,FAF_LINK_1416217_B,FAF_LINK_1416217_A,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.0842486,0.11793133654446482,1,0.655463338224815
2022-01,1416218,AB,FAF_LINK_1416218_A,FAF_LINK_1416218_B,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,5.7761,0.18251069060438707,1,0.5400066377783075
2022-01,1416218,AB,FAF_LINK_1416218_A,FAF_LINK_1416218_B,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.490607,0.16004500547281225,1,0.6254922047265679
2022-01,1416218,BA,FAF_LINK_1416218_B,FAF_LINK_1416218_A,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,15.6166,0.18412458537709872,1,0.5400066377783075
2022-01,1416218,BA,FAF_LINK_1416218_B,FAF_LINK_1416218_A,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,1.0781,0.1630767090251368,1,0.6254922047265679
2022-01,1416219,AB,FAF_LINK_1416219_A,FAF_LINK_1416219_B,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.226211,0.19102607742329064,1,0.2953317784127145
2022-01,1416219,AB,FAF_LINK_1416219_A,FAF_LINK_1416219_B,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.0020283,0.1781215796479811,1,0.07197415275212504
2022-01,1416219,BA,FAF_LINK_1416219_B,FAF_LINK_1416219_A,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,1.3057,0.18014474994255955,1,0.2953317784127145
2022-01,1416219,BA,FAF_LINK_1416219_B,FAF_LINK_1416219_A,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.0543336,0.18177518147150196,1,0.07197415275212504
2022-01,1416220,AB,FAF_LINK_1416220_A,FAF_LINK_1416220_B,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.235076,0.1927176742840613,1,0.19026513575682413
2022-01,1416220,AB,FAF_LINK_1416220_A,FAF_LINK_1416220_B,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.0020283,0.1781215796479811,1,0.06386154044753145
2022-01,1416220,BA,FAF_LINK_1416220_B,FAF_LINK_1416220_A,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,2.23596,0.18708966171130073,1,0.19026513575682413
2022-01,1416220,BA,FAF_LINK_1416220_B,FAF_LINK_1416220_A,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.0614935,0.1804353305633929,1,0.06386154044753145
2022-01,1416221,AB,FAF_LINK_1416221_A,FAF_LINK_1416221_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.235076,0.1927176742840613,1,0.19026513575682413
2022-01,1416221,AB,FAF_LINK_1416221_A,FAF_LINK_1416221_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0020283,0.1781215796479811,1,0.06386154044753145
2022-01,1416221,BA,FAF_LINK_1416221_B,FAF_LINK_1416221_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,2.23596,0.18708966171130073,1,0.19026513575682413
2022-01,1416221,BA,FAF_LINK_1416221_B,FAF_LINK_1416221_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0614935,0.1804353305633929,1,0.06386154044753145
2022-01,1416222,AB,FAF_LINK_1416222_A,FAF_LINK_1416222_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.235076,0.1927176742840613,1,0.19026513575682413
2022-01,1416222,AB,FAF_LINK_1416222_A,FAF_LINK_1416222_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0020283,0.1781215796479811,1,0.06386154044753145
2022-01,1416222,BA,FAF_LINK_1416222_B,FAF_LINK_1416222_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,2.23596,0.18708966171130073,1,0.19026513575682413
2022-01,1416222,BA,FAF_LINK_1416222_B,FAF_LINK_1416222_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0614935,0.1804353305633929,1,0.06386154044753145
2022-01,1416223,AB,FAF_LINK_1416223_A,FAF_LINK_1416223_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.235076,0.1927176742840613,1,0.19026513575682413
2022-01,1416223,AB,FAF_LINK_1416223_A,FAF_LINK_1416223_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0020283,0.1781215796479811,1,0.06386154044753145
2022-01,1416223,BA,FAF_LINK_1416223_B,FAF_LINK_1416223_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,2.23596,0.18708966171130073,1,0.19026513575682413
2022-01,1416223,BA,FAF_LINK_1416223_B,FAF_LINK_1416223_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0614935,0.1804353305633929,1,0.06386154044753145
2022-01,1416228,AB,FAF_LINK_1416228_A,FAF_LINK_1416228_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.895301,0.2320024215319764,1,0.41863971003399203
2022-01,1416228,BA,FAF_LINK_1416228_B,FAF_LINK_1416228_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,3.38189,0.21480828767346072,1,0.41863971003399203
2022-01,1416228,BA,FAF_LINK_1416228_B,FAF_LINK_1416228_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.051922,0.17763433611956395,1,0.0
2022-01,1416235,AB,FAF_LINK_1416235_A,FAF_LINK_1416235_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.895301,0.2320024215319764,1,0.41863971003399203
2022-01,1416235,BA,FAF_LINK_1416235_B,FAF_LINK_1416235_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,3.38189,0.21480828767346072,1,0.41863971003399203
2022-01,1416235,BA,FAF_LINK_1416235_B,FAF_LINK_1416235_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.051922,0.17763433611956395,1,0.0
2022-01,1416237,AB,FAF_LINK_1416237_A,FAF_LINK_1416237_B,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,BOYD,5.7761,0.18251069060438707,1,0.5400066377783075
2022-01,1416237,AB,FAF_LINK_1416237_A,FAF_LINK_1416237_B,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,BOYD,0.490607,0.16004500547281225,1,0.6254922047265679
2022-01,1416237,BA,FAF_LINK_1416237_B,FAF_LINK_1416237_A,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,BOYD,15.6166,0.18412458537709872,1,0.5400066377783075
2022-01,1416237,BA,FAF_LINK_1416237_B,FAF_LINK_1416237_A,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,BOYD,1.0781,0.1630767090251368,1,0.6254922047265679
2022-01,1416250,AB,FAF_LINK_1416250_A,FAF_LINK_1416250_B,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.00907823,0.2357243647715469,1,0.019324547131249648
2022-01,1416250,BA,FAF_LINK_1416250_B,FAF_LINK_1416250_A,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.930476,0.1968433360989429,1,0.019324547131249648
2022-01,1416250,BA,FAF_LINK_1416250_B,FAF_LINK_1416250_A,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.00715992,0.17026167890144023,1,0.0
2022-01,1416251,AB,FAF_LINK_1416251_A,FAF_LINK_1416251_B,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.00907823,0.2357243647715469,1,0.019324547131249648
2022-01,1416251,BA,FAF_LINK_1416251_B,FAF_LINK_1416251_A,truck,faf5_domestic_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.930476,0.1968433360989429,1,0.019324547131249648
2022-01,1416251,BA,FAF_LINK_1416251_B,FAF_LINK_1416251_A,truck,faf5_import_2022_observed,high,KY,219,WV,KY,USA,21,LAWRENCE,0.00715992,0.17026167890144023,1,0.0
2022-01,1416252,AB,FAF_LINK_1416252_A,FAF_LINK_1416252_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1416252,AB,FAF_LINK_1416252_A,FAF_LINK_1416252_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1416252,BA,FAF_LINK_1416252_B,FAF_LINK_1416252_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1416252,BA,FAF_LINK_1416252_B,FAF_LINK_1416252_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1416253,AB,FAF_LINK_1416253_A,FAF_LINK_1416253_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.28439,0.20635710337202873,1,0.9470505825099542
2022-01,1416253,AB,FAF_LINK_1416253_A,FAF_LINK_1416253_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1416253,BA,FAF_LINK_1416253_B,FAF_LINK_1416253_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.42801,0.25091701038508135,1,0.9470505825099542
2022-01,1416253,BA,FAF_LINK_1416253_B,FAF_LINK_1416253_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1416256,AB,FAF_LINK_1416256_A,FAF_LINK_1416256_B,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.41895,0.2506353289404137,1,0.9025357036509956
2022-01,1416256,AB,FAF_LINK_1416256_A,FAF_LINK_1416256_B,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.00191539,0.1892460543283613,1,0.28615052038164546
2022-01,1416256,BA,FAF_LINK_1416256_B,FAF_LINK_1416256_A,truck,faf5_domestic_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,1.16692,0.21287748945943166,1,0.9025357036509956
2022-01,1416256,BA,FAF_LINK_1416256_B,FAF_LINK_1416256_A,truck,faf5_import_2022_observed,high,WV,540,WV,KY,USA,54,WAYNE,0.0114719,0.19453185610055876,1,0.28615052038164546
2022-01,1416485,AB,FAF_LINK_1416485_A,FAF_LINK_1416485_B,truck,faf5_domestic_2022_observed,high,TN,479,TN,NC,USA,47,GREENE,14.1044,0.16822480927937383,1,0.8414087688674402
2022-01,1416485,AB,FAF_LINK_1416485_A,FAF_LINK_1416485_B,truck,faf5_import_2022_observed,high,TN,479,TN,NC,USA,47,GREENE,3.31114,0.18841818829768597,1,0.01777503488128418
2022-01,1416485,BA,FAF_LINK_1416485_B,FAF_LINK_1416485_A,truck,faf5_domestic_2022_observed,high,TN,479,TN,NC,USA,47,GREENE,10.2431,0.16765432339819,1,0.8414087688674402
2022-01,1416485,BA,FAF_LINK_1416485_B,FAF_LINK_1416485_A,truck,faf5_import_2022_observed,high,TN,479,TN,NC,USA,47,GREENE,0.0296917,0.14685383457329826,1,0.01777503488128418
2022-01,1416487,AB,FAF_LINK_1416487_A,FAF_LINK_1416487_B,truck,faf5_domestic_2022_observed,high,NC,379,TN,NC,USA,37,MADISON,14.1044,0.16822480927937383,1,0.8414087688674402
2022-01,1416487,AB,FAF_LINK_1416487_A,FAF_LINK_1416487_B,truck,faf5_import_2022_observed,high,NC,379,TN,NC,USA,37,MADISON,3.31114,0.18841818829768597,1,0.01777503488128418
2022-01,1416487,BA,FAF_LINK_1416487_B,FAF_LINK_1416487_A,truck,faf5_domestic_2022_observed,high,NC,379,TN,NC,USA,37,MADISON,10.2431,0.16765432339819,1,0.8414087688674402
2022-01,1416487,BA,FAF_LINK_1416487_B,FAF_LINK_1416487_A,truck,faf5_import_2022_observed,high,NC,379,TN,NC,USA,37,MADISON,0.0296917,0.14685383457329826,1,0.01777503488128418
2022-01,1416975,AB,FAF_LINK_1416975_A,FAF_LINK_1416975_B,truck,faf5_domestic_2022_observed,high,KY,219,VA,KY,USA,21,HARLAN,11.7014,0.18592561573828775,1,0.15529166945835904
2022-01,1416975,AB,FAF_LINK_1416975_A,FAF_LINK_1416975_B,truck,faf5_import_2022_observed,high,KY,219,VA,KY,USA,21,HARLAN,0.268145,0.17489940144324898,1,0.040498030431782794
2022-01,1416975,BA,FAF_LINK_1416975_B,FAF_LINK_1416975_A,truck,faf5_domestic_2022_observed,high,KY,219,VA,KY,USA,21,HARLAN,0.98505,0.15544388609715243,1,0.15529166945835904
2022-01,1416975,BA,FAF_LINK_1416975_B,FAF_LINK_1416975_A,truck,faf5_import_2022_observed,high,KY,219,VA,KY,USA,21,HARLAN,0.00554189,0.19193993384928248,1,0.040498030431782794
2022-01,1416976,AB,FAF_LINK_1416976_A,FAF_LINK_1416976_B,truck,faf5_domestic_2022_observed,high,VA,519,VA,KY,USA,51,LEE,0.98505,0.15544388609715243,1,0.15529166945835904
2022-01,1416976,AB,FAF_LINK_1416976_A,FAF_LINK_1416976_B,truck,faf5_import_2022_observed,high,VA,519,VA,KY,USA,51,LEE,0.00554189,0.19193993384928248,1,0.040498030431782794
2022-01,1416976,BA,FAF_LINK_1416976_B,FAF_LINK_1416976_A,truck,faf5_domestic_2022_observed,high,VA,519,VA,KY,USA,51,LEE,11.7014,0.18592561573828775,1,0.15529166945835904
2022-01,1416976,BA,FAF_LINK_1416976_B,FAF_LINK_1416976_A,truck,faf5_import_2022_observed,high,VA,519,VA,KY,USA,51,LEE,0.268145,0.17489940144324898,1,0.040498030431782794
2022-01,1417217,AB,FAF_LINK_1417217_A,FAF_LINK_1417217_B,truck,faf5_domestic_2022_observed,high,OH,399,OH,KY,USA,39,ADAMS,0.0170727,0.2462803188716489,1,0.001939392220080105
2022-01,1417217,AB,FAF_LINK_1417217_A,FAF_LINK_1417217_B,truck,faf5_import_2022_observed,high,OH,399,OH,KY,USA,39,ADAMS,0.00106583,0.2532186183537712,1,0.0
2022-01,1417217,BA,FAF_LINK_1417217_B,FAF_LINK_1417217_A,truck,faf5_domestic_2022_observed,high,OH,399,OH,KY,USA,39,ADAMS,1.65714e-05,0.1703640006275873,1,0.001939392220080105
2022-01,1417221,AB,FAF_LINK_1417221_A,FAF_LINK_1417221_B,truck,faf5_domestic_2022_observed,high,OH,399,OH,KY,USA,39,ADAMS,0.0170727,0.2462803188716489,1,0.001939392220080105
2022-01,1417221,AB,FAF_LINK_1417221_A,FAF_LINK_1417221_B,truck,faf5_import_2022_observed,high,OH,399,OH,KY,USA,39,ADAMS,0.00106583,0.2532186183537712,1,0.0
2022-01,1417221,BA,FAF_LINK_1417221_B,FAF_LINK_1417221_A,truck,faf5_domestic_2022_observed,high,OH,399,OH,KY,USA,39,ADAMS,1.65714e-05,0.1703640006275873,1,0.001939392220080105
2022-01,1418528,AB,FAF_LINK_1418528_A,FAF_LINK_1418528_B,truck,faf5_domestic_2022_observed,high,VA,519,WV,VA,USA,51,ALLEGHANY,11.7829,0.22195809181101428,1,0.4130015643845598
