event_key,discovery_provider,discovery_query,url,title,source,published_at
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMicEFVX3lxTE5VOFg2T1hrLVlfM0dUV1dhamF2YjNib1Q2aXQ0VVBZWHRweE9wM2VQNk9rRFNCWHpISDNXSXFGQU1yMVZmczJwVlZmWXdjWDRqdEEwaW0tQlp3enJXYllONm1zV0NWNlFIZEN0eHdnQlM?oc=5,TrendForce Presents Latest Analysis (Updated March 2020) of COVID-19 Pandemic’s Impact on Global High-Tech Industries,TrendForce,2020-03-30T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMifEFVX3lxTE84Qy1HSllOV2dDMTdpSzV0aG1WYW5UN0xxa21QTHdZRXNBV01UaVhMc2dQRk16RWJZUTZENmR1RUFTSkFSSFhZRk5VQk1aSEZrbVpBSjk0Q2E0a2Zab0xNcDlxOTlLdXFhZmhYaVNvOGVVdC01dnFWZTJYbVg?oc=5,Asian markets fall on coronavirus impact woes,Macau Business,2020-02-10T08:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMiowFBVV95cUxPTWhVUVRpMFY5bHR0YkxmWXo0VGVzVjBESllTOW9GYzJUT0xtdXVvdWpqTG5CSTdrcnhqRVN6RlM0eVdVX3RvUDU1WktqbFZCTC1JaTdxT3IyUFJSRmg0dl94OEgtZ2VPT0k1TjB2LTU5OWhOV2tmVktXVGJrNlB3ejVhVXJDcjVCeVRSLUhRMHZ3RzdOREcyem5lWDlpaENOWFdJ?oc=5,Why Businesses in India are Building Local Supply Chain Capacity,india-briefing.com,2020-04-08T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMiqwJBVV95cUxNMmk1bDd3T3VlZ3JTOERzdXRvQnhUWGtLZmZMNTZZT25RVDNUUDdwLXlnR3BwRUV0VzNWYkdsclplTjA2YXUyRmJQYy1RVmtic002ajJRMVc4T1IzZUV4Y2J6RmxLZFdmY0lla052UC0yQ3A1aUJuMlNkMjNDVFpCZ3ZEcFZWenR6eldPU3EyRHpQOWNyVm5Ja1N5OVJoaTRJZ04yU2lvYWZtV1JQSU14ejE0SGJmaXRUVkVXdFl0S0tpT19sZDBYUmxGNWowM3hYb2dqd1c2SUtzWi1DZC1MS3BFRUl1WnYzTm01aXdZZ3I5SmZLcTlkMXE0LTVQUFJ4YlZPZ08yYU9vR3V5MzlfMXlRcC1odnFCb2pSV3ptNUhHZ0pQSTJ3a2ZIYw?oc=5,Consumer electronics industry sales may fall 50% in Q1 due to lockdown: Panasonic,retail.economictimes.indiatimes.com,2020-04-09T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMiigFBVV95cUxONzVnSUV3ZFJ3U3lISmlIMjFpZ0w5M1FCNFNFMkpNbkxjMnZ0RjA5LXpvRldhWnN3NGdUTzRNNjZxVUMwdjJwTFhjc250amhDQzRlRTkwaW5oQmJXRG1ndE5rTGliNWVwUEppY2w1a3dHZXdoU2VkTzNhdmZjTGkyMjRjTnkwTm5EMVE?oc=5,Coronavirus: Impact of the pandemic on Indian car industry,YourStory.com,2020-05-01T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQbVVkWFpVcTdjYnc5M0Z4TXByNXpJOXh3M3BXVUcwQWFWNUhXWEtxdjdxSHE0S3NzUE4yY09lOEpCbFgwUlkyQ0ZEZkFsX052N3RaQlNqTlNteUZ4ZEVkT1psNENETThrUS1ibm1JWXhZa1I3MU1RenJVM2wtUFFFbWVKQ05QYWVZRWpHTWF3ZDBFMnljTTFJcE1INzBpa1pWWUxWV3BvWEQ0cXl0SHNhT2ZCdUhTUG13Nl9qQlB5M1l0YXR2ZTkzY0NrcW04TmI1bmdSUzNsTDBxSmtvWWJR0gHkAUFVX3lxTE1zalNjQ0JtVnNaZFpFal9wbUx5R0plR0NGTy1JSnFRYVo5ZHN3OWhvWjNSU0E5OU1tS2hOSVlwMkFLWjBoM2Z1ZUc1U01KcWFfdW5vby1FLTFyUWg4Znhtd3A1V0FnR1VmenRmLUlGZTFVd3Z6aDlLY0RBRkFjMFNqM1N0ZmFxeGV0RDR2cUVDSjJTZzhrS3k5SmxnUVZYM3V6NmNfb2FiWFhVVmxfSnQtZ3hZT0Q2VUFUNzNQQzUycHlPZGRHLXVzQmNlVnF6YU56QnpnOFp6ZUtOMm9ydm9sb0VqMg?oc=5,Opinion: Covid-19 impact on Indian economy and the auto industry - What’s ahead of us?,ET Auto,2020-03-28T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMipwFBVV95cUxPOXV1MXZtbUJ0T0FBaHI1c0ZPbjhRTXFWNGJfdVM2emxFMTZ4XzFoTHcxX0RpYlFxZ1g5a2YtUEhsY0d1MjZrY1NTT0tTcVBRUnZLVV9iZUZvTHpvMVpaelhabGEzWDkxMmdQbUlWVHRXbThjMHBBM0RzdDJLSzRkX3Rlbnl1bzZFYnhfeG02WGpJR195V1RRb3V4RTM2Rl94VE1FRGNSNA?oc=5,Covid-19: Economic impact on East and southern Africa,Daily Maverick,2020-03-27T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMirgFBVV95cUxOMnZlbURzUGlZZUlEamVXX0k2cmtvZ3VXRnBhYTNkQVNYOHUxMDZlNXJhNnJMelR0Qm9qSnJicXdlR3MyUm8zTlNYWXRCWUpKbEd0Q1dXWDlVa2ltUDBIWUZpMWxGX2NOYV9lZVltYXhQME9zM1JwSG1DcFpuaHAzeFFaZnVQdm5DdjlHQ2lNM2dEY21oQjN1RlFycTdJSGgxY1M1c3BZRWR3cFhheGc?oc=5,What is the impact of Coronavirus on Indian Economy?,Jagran Josh,2020-04-23T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMixgFBVV95cUxOOFdRUi1kTXBxS2p2QnRnSTFZTGtMY0ZhcVNqQnBXdGVONk9QeVVvcGpDaFBzYVBvVVg1bDR5WWVrSHNaaklsM2RrYmJsMVNqcktjOTRLS3hwWl9UREEwMXdhSkRtMXdLWTBFYXYwOEloc1IxaUNIaGU0N0VocmU0b01Udk9oSUc5SHN2dmRBTTVoSmx3Y1BZMjhuUU9rcjVMNm1KZG83cGdoeTJQN2hIVE5FMnlkTDhGT2k2enRFZC14dVVKVXc?oc=5,Singapore downgrades 2020 economic growth forecast to between -0.5 and 1.5% on coronavirus impact,The Straits Times,2020-02-17T08:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMisAFBVV95cUxPVlZ2TDRjclZmbEsxLWZGWDFQR1ItcXFjWDhNbkJQVVlmMXQ1Qi1xbDR0TjM1RVJoV3Vqd0lDUXFRZzc4Yl9aZDZoUGhEOTN0NkVveWJuSmdPOWlHb0ZzSTZRa19XOFpTVXhDaDl0d1RKVk5pb1J2MU5nMWM5aENlWjFCRDBBS2dMNDZUZHBpQVRKcENwTGVveWJQUEVpb2ExS1RPMnhHblhGSFJzOXdZetIBtgFBVV95cUxNTjVmR0UwZ2daX3pUOGd3eTNldk1sYkd5OGppWWlsOVJmYXVDUk9uRnZPSllIUkRvaXpfdi1WVmhOVUJlX0Y2WmZNd2RCRzVzTHg5ZF9SX2UtSnQ0aXBlZEh0LUhGeXc2VjRyUzAzZEc0OW9rM3hjZ0RVMDU2dW9FSklWSTY3R0NsdXVPQ0FwOTBaV0gwX0hjZHh2aTUtc1ZlMElWRU9BMjhlWlU1cFN5bG1nNkVXdw?oc=5,Coronavirus outbreak to impact Indian carmakers’ BS6 production,Autocar India,2020-03-11T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMilgFBVV95cUxPYWw2YmRrYUdVdkh4ZTNHWTZaaExiLWlYOFpyZkpvQU1PbHMwUWhvd1diZ3J3MEJ0VzQ1cVhTdHB6RVJGQ0FtYjdKVGN3RXRWemZjaHZacVl5X0NhZGJwcXVXY3p2aGdmcXBnTzExR0JNVUJGQ3BtVDM5Nnl5WWc2bE8yc1BVaTBVXzJjWk9Val8tWTNzclE?oc=5,"Global Trade Sputters, Leaving Too Much Here, Too Little There (Published 2020)",The New York Times,2020-04-11T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMipgFBVV95cUxQS243cm1zMVo3UXJnekVyVTJxN0Fid1I4bVoyMUJKMkE4Vm1IS29veDlMRXJMYk5wWEpRLUhDX1k5ZEJTaXgybmhzWVJOMWp4Y1pOSUkyTTJzSVdDM0dWUWdET2JpYmstMVg1Rkd2Uno1TFNnVk5hTGplVEZod3hfZkJQRUJqOHdHMU9YVk55Y2RwcHhVV3haUHpfOUVSbTdRMWZNbVRn?oc=5,Billionaire Paul Singer's latest letter to Elliott investors lays out 5 doomsday scenarios for the global economy,Business Insider,2020-04-22T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMipgFBVV95cUxOYjNnUVVTc2dMcEdaRGYyRGlrLW5hME8wX01uWFFpUEZTbjR1eGlONk5wN19UWFUyeFNhcVo3a01RYmZpVG9uUkZSUVlqb0JSY0p4MG5hWVRnRjRtaVM4Y1AxU1J5RG1FeFdlUGI5blV1SFlYLTZDbUtsZGZrYmx3T0ZPcktTTlRzS0xoYTJ5bzFNMEJ2VlFlYTVjYXRjbzBaQ1AtVU5n?oc=5,First freight train on its way from Wuhan to Europe,RailFreight.com,2020-03-28T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMi7AFBVV95cUxPQXAweHFUVjZPSFJwRzFXVDJGUnpsNWg3eHMwQTZSM29Gem1UdGVUMEdlXzJySGNFRDFlQ19DZHp3QmVhcnF2bDZzcmhLcEhQMGpJX1FuUlBvYmluY0pxVW05Yml6b29RNGpudHpxd1k0ay1GOGhaUWF1Y095cjRLamZ3bkNMcHpFZDFseVctXzVLOHNJRm80X09RXzNsTXhtQzdzTUM5UTRLTDJ6SUhkeV9GZVVyYjZwVy11U1AwcTc4Y3E1bmgxQWpzSHlHOGlhaDlOWXdtM2lSSDZYZVA0UTR5azhBVE9YY2IyVw?oc=5,4 crore Indians may be without mobile phones by May-end if curbs not lifted: ICEA,HT Tech,2020-04-25T07:00:00+00:00
covid_q1_2020,google_news_rss,China coronavirus lockdown electronics supply chain after:2020-01-01 before:2020-05-01,https://news.google.com/rss/articles/CBMigwFBVV95cUxQaEh3Ml9FX3dfS3p5Tlk2cGs3dldIWDhBRTBNdXRWZUpraFdiZkhYWWUzb3o1a2NQeE1vVXZMazgxR1FnRTlzR1pIQXJVaVN3Vzd4T0hpaWxKN0k1cndLOGl2N2NyTDRfc3FyaGxqOGhFZ2pWb0p1V3BwTWVDZHJxNWtJYw?oc=5,Smartphone shipments suffer a record breaking decline,RetailNews Asia,2020-03-24T07:00:00+00:00
